Title,Ingredients
Udang goreng tepung,udang besar bungkus Sasa tepung bumbu yg oriental Minyak untu menggoreng saus sambal (cocolan) Penyedap rasa Adonan basah; sendok tepung bumbu Air es Adonan kering; Tepung bumbu Penyedap rasa 
Udang asam manis,udang jerbung siung bawang putih Secukupnya saus tomat Secukupnya saus cabai tepung maizena larutkan dg air Margarin Gula garam dan penyedap Secukupnya minyak goreng Bks Saori daun salam daun jeruk ruas jahe buah jeruk nipis 
udang telur asin,"Udang, kupas sisakan ekornya Air jeruk nipis Garam Merica Tepung Maizena btr Kuning telur asin, haluskan Air panas Kaldu bubuk, bisa diskip bila dirasa asinnya pas Bawang putih, cincang halus Gula btg Daun bawang iris halus secukupnya Minyak goreng Margarin "
Udang sawi saori saus tiram,Udang Bumbu dasar tentunya udh pda tau Bawang merah/putih Cabe merah rawit Tomat salam sereh Semua bumbu secukupnya diris 
"Tumis kacang panjang,udang,tahu",ikat kacang panjang (saya beli ) kotak tahu udang cabai merah besar cabai merah kecil (klo tdak suka pedas bisa dikurangi) bawang merah bawang putih butir kemiri buat tomat saori saus teriyaki secukupnya Garam secukupnya Gula secukupnya Penyedap rasa 
Udang Goreng Saus Telur Asin,udang kupas butir telur asin bks tepung bumbu jeruk nipis bawang putih daun bawang cabai rawit cabai besar Kaldu bubuk (secukupnya) Mentega secukupnya Air 
Udang Sambal Petai,Udang Petai keris Minyak secukupnya untuk menumis sesuai selera Gula garam Bumbu halus (diblender) buah Cabe keriting siung Bawang putih siung Bawang merah buah tomat blok Terasi goreng ABC secukupnya Air 
udang asam manis,Udang uk besar butir bawang putih geprek cincang buah Bawang Bombay iris halus batang daun bawang iris Saus Tomat merk delmonte Saus Tiram lada bubuk secukupnya garam dan gula pasir secukupnya air 
Daun Singkong Pepes Udang Tahu,"★ bumbu halus siung bawang merah siung bawang putih cabe merah cabe rawit ruas jahe ruas kencur ruas laos Secukupnya gula, garam, lada ★ bahan isi daun singkong, rebus kotak tahu putih, lumat udang kecil teri nasi butir telur batang serai, iris lembar daun jeruk, iris Secukupnya garam dan kaldu bubuk Daun pisang "
Udang Saus Tiram,udang buah wortel (dipotong sesuai selera) buah tomat (potong sesuai selera) cabai merah besar (buang biji dan potong*) cabai rawit diiris siung bawang putih dicincang siung bawah merah diiris saus cabai saori saus tiram daun bawang secukupnya garam tepung meizena (larutkan dengan air panas) margarin untuk menumis 
Sambal jeki udang,ons jeki alias jengkol ons udang butir bwgmerh siung bwg putih ons cabe merh buah tomat merah yg besar secukupnya Minyk goreng secukupnya Garam secukupnya Gula 
Udang goreng tepung,udang segar tepung bumbu sasa sedikit bubuk lada sedikit garam 
siomay ayam,"ayam, blender udang cincang kasar btr telur btr bawang putih, blender bersama ayam wortel parut, sisihkan sedikit u/ taburan btg daun bawang saus tiram minyak wijen Garam Merica Kulit siomay "
sambal Goreng Udang Tahu,gram udang windu lepaskan dari cangkangnya dan cuci bersih buah Tahu potong dadu goreng setengah matang siung bombay siung bawang putih siung bawang merah buat tomat potong potong buah cabai rawit saus tiram saus tomat lada bubuk Secukupnya gula Secukupnya garam kecap manis buah santan kara 
Tumis Udang tempe kacang panjang,"potong tempe, potong Kecil ekor udang, buang kulit dan kepala lalu cuci bersih buah kacang panjang, potong siung bawang putih, iris siung bawang bombay, iris bawang pring, potong buah cabe rawit, iris saus tiram kecap manis saus tomat Sedikit garam dan gula Minyak untuk menggoreng "
Udang Lombok Merah,"udang, buang bagian kepalanya buah cabe merah besar siung bawang putih garam (sesuai selera) Minyak untuk menumis "
Tumis Labu Udang,buah labu siam Udang Kupas Daun salam Royco/garam gula pasir saus tiram Merica secukupnya Air baw.merah baw.putih cabe merah tomat boleh pake boleh engga 
Martabak telur udang,telur ayam ekor udang (buang kulit lalu cincang halus) lembar kulit lumpia wortel (potong dadu) Kol (iris tipis) batang daun bawang (iris halus) bawang merah bawang putih sendok makan merica Secukupnya garam sendok makan royco 
Tumis udang sayur,ekor udang besar buah tempe (potong dadu) buah jagung muda (iris tipis) buah sawi buah bakso secukupnya Jamur hitam secukupnya Selada secukupnya Gula garam lada minyak wijen kecap manis siung bawang merah siung bawang putih buah cabai rawit 
Asam manis Udang tahu,udang tahu cina bawang bombay besar baput cabe kriting tomat besar sendok saus tiram sachet saus sambal Gula sckupnya Garam scukupnya 
Cah buncis udang cumi,gram buncis ekor udang ekor cumi kecap ikan siung bawang putih cincang ruas jahe cincang minyak wijen Lada Air se cukup nya 
Tahu ayam udang,Tahu cina putih udang dikupas dada ayam tanpa tulang sedikit Daun bawang tepung sagu/tapioka Garam Lada Penyedap siung bawang merah siung bawang putih 
Udang Tumis Cabe Ijo,Udang Pacet buah Cabe Ijo Besar siung Bawang Merah siung Bawang Putih siung Bawang Bombay buah Cabe Rawit Merah (opsional) Minyak Wijen (opsional) Kecap Ikan (opsional) Gula Garam buah Jeruk Nipis / Lemon secukupnya Air secukupnya Minyak goreng 
Tumis kacang panjang udang,"kacng panjng ekor udang buang kulit badan,sisa ujung ekor saja buah bawang merah ukuran besar diiris buah bawang putih diiris halus saus tiram minyak sayur untuk menumis bawangnya garam Tauco secukup ny,[boleh skip kalau gak suka] air secukup ny buat tumis "
Udang Kentang Balado,Udang buah kentang Cabai merah Bawang merah Bawang putih Tomat Garam Penyedap rasa (selera) Gula (selera) 
Udang goreng tepung mentega,"udang cuci brsh buang kplanya blueband cake&cookie tepung terigu Minyak goreng sckpnya bumbu untuk udangnya Sdkt garam, lada bubuk&roico "
Udang sambal Terasi,ekor udang buah jeruk nipis potong daun jeruk batang daun bawang iris Gula putih Garam Merica Bumbu ulek/cabe merah rawit merah bawang merah bawang putih tomat terasi bakar minyak goreng 
Udang lada hitam,"udang maizena (dicampurkam kedalam udang) siung bawang putih buah bawang bombay,kecap manis kecap ikan minyak ikan minyak wijen saus tiram lada hitam lada putih secukupnya Penyedap rasa secukupnya Air maizena dicampurkan kedalam air "
Perkedel Udang,kentang telur ayam Udang kupas sisakan buntutnya garam (boleh kurangi jika terlalu asin) royco ayam gula lada bubuk pala bubuk Bahan pelapis butir telur secukupnya Tepung panir 
"Tumis tempe, udang,ati ampela",udang papan tempe uk kecil pasang ati ampela (optional) Cabe rawit biji (tergantung selera) siung Bawang merah siung Bawang putih secukupnya Garam secukupnya Gula Kaldu ayam bubuk (kalau suka) q pake royco Tepung bumbu seba guna secukupnya Minyak goreng 
Udang Saus Tiram,gram udang saus tiram saus tomat siung bawang putih (cincang) Paprika Cabe hijau garam halus merica bubuk 
sambal udang pete,"Udang Kupas (Belah Punggung udang) Jagung Muda buah kentang papan Pete serai daun jeruk Garam dan gula, minyak untuk menumis secukupnya saja Siung bawang putih Cabe Merah keriting buah tomat merah "
Cah udang dan kol,"gram kol ukuran kecil, belah dua bagian gram udang kupas, sisakan ekornya belah punggungnya siung bawang putih, cincang halus saus tiram minyak wijen kecap ikan kecap inggris tepung maizena, larutkan margarin untuk menumis garam lada secukupnya Air "
Tumis Udang saus tiram pedas,"g udang perasan air jeruk lemon/nipis batang daun bawang, potong siung bawang putih Bawang Bombay Cabe rawit merah Minyak wijen kecap inggris saus tiram kecap manis Mentega/margarin Secukupnya garam "
Memanfaatkan sampah udang,kepala udang (bakal sampah) secukupnya garam 
oseng-oseng tempe Kacang Panjang Udang,"ikat kacang panjang, potong seukuran korek papan tempe, potong korek goreng udang, buang kepala siung bawang merah, iris siung bawang putih, geprek buah cabe merah, iris serong ruas lengkuas, geprek lembar daun salam gula merah Secukupnya gula pasir, garam kaldu bubuk Secukupnya air Sedikit minyak utk menumis "
Tumis Pokcoy Udang,"ikat pokcoy, potong buah wortel, potong korek udang, buang kepala siung bawang putih, geprek siung bawang bombay, iris saus tiram Secukupnya air Secukupnya gula pasir garam Sedikit minyak utk menumis "
Udang tepung oatmeal telur asin,udang agak besar (buang kulit sisakan ekornya) siung bawang putih cincang halus siung bawang merah iris halus telur asin mateng yg merahnya aja telur ayam biasa kocok helai bawang daun secukupnya Jamur totole secukupnya Garam Merica Minyak goreng sachet tepung golden cryspy sasa (dibuat basah dan kering) sachet tepung sajiku (nanti dicampur dengan tepung sasa) tepung oatmeal utk lapisan kering 
siomay ayam,"lembar kulit pangsit ayam giling (sy beli di supermarket yg sudah digiling) udang kupas, cincang buah bengkoang/labu siam, potong dadu (sy pake labu siam) buah wortel ukuran besar, potong dadu tepung tapioka/sagu tani (sy pakai sagu tani) butir telur batang daun bawang siung bawang merah, haluskan siung bawang putih, haluskan secukupnya Gula, garam lada bubuk kecap asin minyak wijen buah wortel, parut untuk topping (sy lupa pake ini) "
Tumis Pare dengan udang,Udang uk kecil buah Pare Daun salam Bawang merah Bawang putih Cabe rawit 
Lempah Kuning Udang,"gram udang buah nanas (ukuran kecil) jempol lengkuas geprek bungkus asam jawa, larutkan d air secukupnya Garam, gula Bumbu halus buah cabai caplak buah cabai merah buah kemiri siung bawang putih siung bawang merah ruas jari kunyit terasi (bakar lenak) "
Tumis udang kikil,"bungkus udang (dari abangnya udah diplastikin) bungkus kikil buah Cabe ijo Tomat (aku pakai setengah tomat) Bawang bombay (bebas, mau setengah atau satu bongol tak apa) Cabe rawit cabe merah (berapa aja bebas tergantung selera) siung Bawang putih siung bawang merah Garam penyedap rasa Saus sambal (bebas tergantung selera) Saus tomat (bebas tergantung selera) Daun salam, lengkuas jahe (untuk rebus kikil agar tdk amis) Minyak goreng Saus tiram Kecap "
Bubur udang asparagus saus madu,Beras L Air ekor Udang kupas batang Asparagus potong bagian buah Paprika merah (iris-iris memanjang) Jagung manis pipil (siap pakai) Butter siung bawang putih (cincang kasar) madu (secukupnya) buah Jeruk nipis Garam (secukupnya) Lada hitam (secukupnya) Gula (secukupnya) 
Udang Bakar Madu,"ekor udang,pilih yang besar saus cabe madu kecap manis saus tomat saus tiram margarin siung bawang putih haluskan Sedikit lada buBuk Sedikit kaldu buBuk iris jeruk nipis/ lemon "
Udang Rica Pedas,pindang udang buang kepalanya siung bawang merah siung bawang putih buah cabai merah (skip) cabai rawit atau sesuai selera buah tomat ukuran sedang ruas jahe geprek (aku pakai jahe bubuk) Secukupnya garam Secukupnya gula 
Tumis Jamur Tiram Udang,"genggam jamur tiram Beberapa ekor udang, bersihkan bawang putih bawang merah Cabe rawit Cabe merah Lada bubuk Kecap asin saus tiram Garam Minyak wijen "
sambal goreng udang,siung bawang merah siung bawang putih Cabai merah Cabai rawit (sesuai selera) Tomat ruas jari lengkuas Terasi udang buah kentang Udang Gula Garam lembar daun jeruk 
Udang Bakar Madu,"ekor Udang ukuran besarAir jeruk nipis siung Bawang putih siung Bawang merah (saya pakai bawang bombay, karena di sini ga ada) Ketumbar bubuk butir Kemiri (sangray) Kunyit bubuk secukupnya Gula secukupnya Garam buah Tusuk satesecukupnya Madu secukupnya Kecap manis secukupnya Margarin/ Mentega tawar "
"Udang, Tempe, Terong balado",gram udang gram tempe buah terong siung bawang putih siung bawang merah biji cabe merah keriting biji cabe rawit merah Garam Gula Kecap manis biji Tomat 
Udang sambal pete,",udang,ons cabe kering buah bawang merah buah bawang putih papan pete secukupnya garam dan penyedap minyak goreng secukupnya utk menumis "
Udang,Udang Minya goreng Daun bawang (banyakin juga oke) siung Bawang putih sesuai selera Cabaian Merica dikit Jahe 
Kwetiaw Udang,kwetiau basah udang kupas kulit Wortel potong korek api batang daun bawang iris butir telur kecap manis secukupnya Garam secukupnya Merica minyak goreng bawang merah cincang bawang putih cincang 
Tahu Udang Tauco,"udang, kupas sisakan ekornya, cuci bersih tahu putih, potong kotak, goreng matang buah bawang merah buah bawang putih buah kemiri tauco kecap manis secukupnya Garam "
Udang goreng mentega,"udang buang kepalanya jeruk nipis bawang bombay iiris bawang putih geprek iris"" Secukupnya kecap asin Secukupnya kecap manis sendok margarin "
Ca buncis brokoli udang wortel,buncis buah wortel buah brokoli kecil udang sedang siung bawang putih siung bawang bombai kecil tangkai daun bawang sendok teh merica bubuk Minyak secukupnya untuk menumis sendok teh gula putih 
Udang saus inggris,udang cuci kepalanya siung bawang putih buah bawang bombay jeruk limau Gula Garam Merica secukupnyaa Bahan sausya kecap asin saus tomat saus tiram saus inggris kecap manis 
Udang saus tiram,udang kupas bawang merah bawang putih buah cabe besar buah cabe rawit merah sendok saus tiram 
Bakso Sapi Udang cah Paprika,"butir bakso sapi dibelah dua Udang merah kupas buah Paprika ukuran medium iris kasar Tomat buah (beef steak tomato) iris kasar siung Bawang putih iris halus Bawang Bombay ukuran besar Angciu (arak china) Saus Tiram Saus Sambal ABC Saus Tomat Kecap ikan Royco rasa sayuran batang Daun Bawang iris kasar cup Air matang Sejumput Garam Cabai kering (bila suka),Minyak Goreng "
Perkedel Tahu Udang,buah tahu cina besar Secukupnya udang cincang kasar/potong kecil maizena/ tepung serbaguna Secukupnya garam Secukupnya lada buah daun bawang diiris halus butir telur Secukupnya tepung panir/tepung bumbu untuk melapisi (skip juga bisa) siung bawang putih haluskan 
sop oyong udang,"udang buah oyong bungkus soun/ misoa batang seledri belah tomat (buang biji) lada bubuk siung bawang putih, cincang halus secukupnya Gula, garam dab kaldu bubuk ruas jahe "
Balado kentang udang,Kentang Dieng Udang sedang Cabe kriting merah dan rawit merah siung Bawang merah buah Tomat secukupnya Garam Gula bungkus Royco ayam 
Udang goreng pedas gurih,"udang segar buah tomat buah cabe merah buah cabe rawit butir bawang merah royco penyedap rasa secukupnya Minyak goreng, "
Tumis kangkung udang terasi pedas,ikat kangkung (potong) udang (bersihkan kupas kulitnya) sachet terasi bca siung bawang putih siung bawang merah butir bawang bombai buah cabe rawit buah cabe merah besar lembar daun salam secukupnya Garam secukupnya Gula pasir Minyak untuk menumis secukupnya Air Saori 
Tumis Udang dan Tahu,"udang uk sedang, buang kepala buah tahu cina potong dadu, goreng smpe berkulit buah wortel, potong korek api biji bawang bombay, iris memanjang siung bawang putih siung bawang merah ruas jahe, geprek buah cabe rawit setan, potong serong (bs ditmsesuai slera) batang bawang daun, potong tebal kecap bango saus tomat saus tiram secukupnya garam dan air "
Tumis Udang Pete n Daun Putut,udang yg udh dibersihkan buah daun putut iris serong papan pete diiris / sesuai selera lembar daun salam tempe semanggit mangkuk kecil irisan cabe rawit hijau n merah ruas lengkuas siung bawang merah siung bawang putih garam himalayan/ grm biasa kaldu jamur totole kecap manis sedikit gula tropicana / gula jawa gelas kecil air putih 
Udang crispy,udang sendok jeruk nipis Tepung serba guna Minyak 
Udang Tumis cabai hijau,Udang buang ujung kepala Bumbu bumbu siung bawang merah (iris) siung bawang putih (iris) buah cabai rawit (iris serong) buah cabai merah kriting (iris serong) buah cabai hijau besar (iris serong) buah tomat merah (iris dadu besar) buah tomat hijau (belah menjadi ) Garam (secukupnya) Totole (penyedap jamur) Lada 
Tumis buncis udang pedas,"ikat buncis udang (optional) bawang merah bawang putih cabe rawit (optional) ruas laos (geprek) daun salam saus rasa Garam,gula,penyedap (secukupnya) secukupnya Air "
Udang,udang (buang kepala) bawang putih (digeprek) secukupnya garam secukupnya tumbar bubuk secukupnya minyak 
Udang saus padang,udang buang kepalanya buah telur ayam kocok lepas buah bawang bombay saus sambal saus tiram saus tomat Daun bawang Kaldu bubuk secukupnya Gula pasir bumbu halus ons cabe keriting buah cabe merah besar siung bawang merah siung bawang putih 
Udang Balado,"udang buah kentang uk.besar, potong dadu ons cabe giling segar siung bawang merah, iris tipis buah tomat, belah memanjang buah jeruk nipis,Sebagian untuk rendaman udang, sebagian untuk balado Secukupnya garam Secukupnya minyak goreng "
Udang pete saus kecap,udang ukuran besar (buang kepala dan kulitnya) ruas pete (kupas)(pilih pete yg bagusyaa) bawang bombay (potong) bawang putih (cincang halus) Kecap manis Kecap asin Saus tiram Garam Gula pasir Lada putih Tepung maizena Air putih Margarin/minyak goreng untuk menumis 
balado udang,Udang papan Pete Cabe merah Cabe rawit Bawang merah Bawang putih Tomat kecil Daun pre secukupnya Minyak secukupnya Garam secukupnya Penyedap 
Udang Saus Mentega,"pindang udang, buang kepalanya siung bawang putih cincang halus margarin merica bubuk Secukupnya garam Secukupnya gula kecap manis Secukupnya kaldu bubuk "
Udang saus padang,Udang kupas kulitnya butir bawang bombay siung bawang putih cabai merah cabai rawit buah tomat Sedikit jahe Daun bawang saus tomat saori merica bubuk Garam Gula 
Udang goreng mentega,"gram udang buah bawang bombay, potong sesuai selera siung bawang putih,geprek cincang halus saus tiram kecap manis saus (tomat / saus sambal sesuai selera) kecap asin / garam / kaldu bubuk Secukupnya mentega Secukupnya minyak goreng "
Udang Goreng Mentega,udang siung bawang putih (cincang halus) kecap manis saus tiram saus sambal saus tomat mentega/margarin Lada bubuk Garam Gula pasir 
Udang goreng tepung,udang segar ukuran sedang sucet tepung bumbu sendok makan tepung terigu butir telur ayam minyak goreng 
Udang saus tiram,genggam udang kupas buah sosis potong kecil buah wortel potong kecil ikat daun bawang muda buah bawang bombay siung bawang putih siung bawang merah minyak wijen kecap manis saus tiram secukupnya garam secukupnya lada bubuk sedikit larutan maizena 
Udang saus Tiram,"udang, belah punggung buah wortel, potong korek batang daun bawang, iris serong siung bawang putih, cincang halus buah cabe merah, iris serong bungkus saori saus tiram kecap manis Secukupnya merica bubuk Secukupnya air "
Sosis Udang,"udang kupas tepung terigu tepung sagu butir telur butir bawang putih Secukupnya garam, merica bubuk, gula "
Nasi goreng udang pete,piring nasi putih siung bawang merah siung bawang putih buah cabe rawit buah cabe merah sesuai selera pete sesuai selera udang minyak goreng secukupny garam 
Siomay Udang Sambal Kecap,"udang kupas buah wortel sedang, serut tepung terigu tepung kanji (sesuai selera) siung bawang putih sedang btr Merica Garam sckp jumput Kaldu minyak goreng Kecap buah cabai rawit bawang geprek "
Udang saus tiram,udang galah buang kepala bawang bombay iris tipis siung bawang putih iris tipis siung bawang merah iris tipis saus tiram kecap manis garam gula pasir bubuk kaldu jamur (optional) Minyak goreng mentega secukupnya Air Panas 
Udang goreng tepung,udang btr telur secukupnya Minyak goreng Tepung bumbu terigu bks maizena (g) bgks masako ayam 
Udang Goreng Crispy,"udang cabut kepala Garam Kecap ikan saus tiram sendok makan Tepung maizena Garam Merica Bubuk bawang putih (pilihan,skip kalo ga ada) "
Udang Balado,udang buah jeruk nipis buah kacang panjang Pete Sejumput gula/ kaldu bubuk siung bawang putih siung bawang merah siung bawang putih buah cabai merah buah tomat Sejumput garam 
Udang telur asin," bahan utama ekor udang ukuran sedang butir telur asin (ambil kuningnya saja) putih telur bumbu iris siung bawang putih (iris kecil) siung bawang merah (iris kecil) buah cabe merah keriting (iris kecil) buah cabe rawit setan (iris kecil) batang daun bawang (iris halus)bumbu tepung tepung terigu tepung maizena bahan lainnya Margarine n minyak utk menumis n menggoreng Secukupnya garam, gula pasir, lada "
Misoa udang (batita),ekor udang basah keping miso potong dua gelas kaldu udang siung bawang putih siung bawang merah tomat kecap asin kecap manis secukupnya Garam minyak untuk menumis wortel parut genggam toge Kaldu udang dari kepala udang basah direbus dan disaring 
Tom Yam Udang Sayur,"udang buah jagung muda buah wortel lembar daun jeruk buah asam potong buah cabe rawit batang serai, geprek ruas jahe, geprek ruas lengkuas, geprek siung bawang merah siung bawang putih buah cabai merah buah cabai rawit merah secukupnya Garam secukupnya Gula "
Udang baso ikan pedas,gram udang baso ikan kecil Bumbu halus bawang putih bawang merah cabe rawit cabe merah tomat uk sedang Merica Garam Pelengkap air Minyak untuk menumis 
Sayur udang kuah santan,udang kupas kulitnya kasih air jeruk nipis btr telur puyuh (boleh skip) sayur labu siam (potong memanjang tahu potong dadu (klu sy tahunya dikukus dulu) cabe rawit (boleh iris serong) bawang merah (rajang) bawang putih (rajang) Lengkuas geprek Jahe geprek santan kara ketumbar bubuk lmbr daun jeruk lmbr daun salam secukupnya Gula secukupnya Garam 
Shrimp Ball,Udang Tepung Maizena Minyak Wijen siung Bawang putih geprek lalu iris tipis merica (optial) garam Roti Tawar putih telur 
Cah brokoli udang saus mentega (saori),udang brokoli sachet saori saus mentega bawang bombay bawang putih Margarin 
Geneman urang (udang),gram udang yang telah di kupas gram kelapa parut beberapa lembar daun pisang secukupnya garam bawang merah bawang putih cabe rawit sdtlada bubuk kencur bubuk bungkus penyedap rasa 
Udang goreng kencur,udang sedang buang kepala Bahan halus garam bawang putih ruas kunyit ketumbar ruas kencur ruas jahe 
Balado Udang,"udang siung bawang merah siung bawang putih buah tomat buah Cabe merah besar buah Rawit merah secukupnya Garam, gula, penyedap "
Udang balado saus pasta,udang buah Cabe besar bawang putih bawang merah lembar daun salam sendok saus pasta delmonte spagetti 
Tumis Udang Cabe Ijo,udang kupas buah cabe ijo iris serong batang daung bawang potong-potong siung bawang putih iris siung bawang merah iris lembar daun jeruk garam gula kecap manis secukupnya minyak untuk menumis royco secukupnya (optional) 
Udang pete,udang besar telur puyuh buah bawang bombay ukuran kecil siung bawang putih bagian paprika hijau buah cabe merah besar buah cabe rawit sisir pete buah tomat ukuran kecil garam saus tiram tetes saus raja rasa kecap manis saus tomat 
udang asam manis,"udang btr bawang bombay uk besar, kalau sedang boleh btr siung bawang putih buah tomat uk sedang saus sambal saus tiram kecap garam gula air jeruk nipis kaldu bubuk cabe rawit (bisa menyesuaikan ya bun) minyak goreng untuk menumis Secukupnya air "
Udang goreng tepung asam manis,udang tepung terigu/tepung bumbu instan sendok tepung maizena bawang bombay jahe siung bawang putih siung bawang merah tomat besar cabe rawit cabe besar merah Merica bubuk Saus tiram Garam Penyedap sesuai selera Gula pasir sedikit Air daun jeruk bks saus tomat 
Udang Goreng Tepung,gram udang iris jeruk nipis telur ukuran kecil terigu (sampai adonan kental) Garam Kaldu bubuk Merica buBuk siung bawang putih yang sudah dihaluskan terigu tepung kanji maizena secukupnya Garam Kaldu bubuk/ Lada bubuk/ Bawang putih bubuk Sedikit kunyit bubuk (boleh skip) 
Tumis Buncis Udang,buncis batang jagung (serut) wortel (potong dadu) ekor udang kupas cabai rawit merah cabai merah kriting siung bawang merah siung bawang putih Gula Garam Penyedap (kalau perlu) 
Tumis Udang x Jagung Buncis Pete,"Buah jagung uk sedang genggam udang kupas segar siung bawang putih siung bawang merah buah bawang bombai papan pete, aku potong kecil buah tomat uk kecil buah cabai rawit merah utuh, iris kalau ingin pedasnya lebih kerasa Secukupnya Merica Garam Gula pasir Secukupnya Penyedap rasa ayam "
Perkedel tahu udang,"buah tahu sedang ekor udang galah yg besar merk Kobe lembar daun jeruk, buang tangkainya iris halus butir telur tepung terigu siung bawang putih, geprek cincang Sejumput garam untuk udang "
Udang Goreng Mentega Gurih,"udang putih ukuran kecil dan sedang siung bawang putih, iris tipis siung bawang merah, iris tipis bawang bombai ukuran sedang, iris tipis merica bubuk margarin (kalau mau lebih gurih, boleh ditambah) Secukupnya garam Secukupnya gula air panas "
Udang tempe kuah santan,udang besar kupas secukupnya Tempe Santan kara biji cabe rawit biji cabe besar Seruas kunyit ketumbar (me ketumbar bubuk) Daun jeruk siung bawang putih buah bawang merah secukupnya Lengkuas muda secukupnya Garam sendok teh Gula setngh 
Tumis bayam udang,"ikat bayam udang (kupas) buah wortel buah putren Bawang putih (cincang halus) secukupnya Garam, gula Minyak untuk menumis "
Sop udang,"udang, belah punggung siung bawang merah, iris tipis siung bawang putih, iris tipis buah cabe merah, potong serong lembar daun kunyit Secukupnya Air Secukupnya Garam dan merica "
Capcay Udang,ons Udang ukuran kecil buah Wortel buah Brokoli Kubis (sesuai selera mau berapa) buah Cabe merah tangkai Daun bawang sachet Saori saus tiram Minyak goreng Mentega buah Bawang putih buah kemiri secukupnya Merica bubuk Sepucuk sendok garam (Semua bahan diulek dan ditambah merica bubuk) 
Sempol Udang Sayur,Udang Wortel butir Telur siung Bawang putih secukupnya Penyedap rasa garam secukupnya Lada Tepung tapioka Tepung terigu butir Telur untuk olesan Air untuk rebusan Minyak untuk menggoreng 
Nasi Bakar isi Balado udang kentang,beras putih bks santan (aku pakai ayam brand) larutkan dg air gelas gram teri medan goreng cabe rawit orange Daun pisang dan tusuk gigi iris lengkuas daun salam daun jeruk btg sere Balado kentang udang (resepnya terpisah ya) 
