Title,Ingredients
Soto babat kambing madura,"Jeroan kambing babat,usus campur Bumbu halus ; Bawang putih Bawang merah Merica Bumbu yg di iris ; Jahe Lengkuas Kunyit Daun jeruk Daun salam dan sereh sy gak pake karna lg kehabisan stok Bahan pelengkap ; Soun Toge Bawang daun dan seledri Bawang putih dan merah goreng Garam dan royco sapi Sambel uleg Jeruk nipis "
Oseng-oseng tulang kambing pedas,kilo tulang kambing yang sudah di potong kecil siung bawang putih siung bawang merah cendok teh lada putih buah cabe rawit atau sesuai selera Minyak goreng Kecap manis Garam 
Tongseng kambing,daging kambing muda buah kubis bungkus santan kara ukuran kecil air panas lembar daun salam secukupnya Air siung bawang merah siung bawang putih buah cabe merah buah cabe rawit (sesuai selera) mrica ketumbar buah kemiri ruas jari jahe ruas jari kunyit ruas jari lengkuas batang sereh (memarkan) lembar daun salam lembar daun jeruk secukupnya Garam Kecap manis sedikit Gula minyak goreng untuk menumis lada bubuk (sebagai kolerasi rasa) siung bawang merah (iris tipis goreng) buah cabe rawit (potong) buah tomat (potong menyisir) 
Gulai Kambing,"daging kambing, potong ukurannya sesuai selera secukupnya Air untuk merebus pertama Air untuk rebusan kedua santan kental minyak untuk menumis Bumbu- bumbu butir bawang merah butir bawang putih butir kemiri ketumbar jinten merica ruas jahe cabe giling batang serai keprek ruas lengkuas kayu manis lembar daun salam lembar daun jeruk buah cengkeh buah kapulaga buah cabe merah iris buah tomat belah secukupnya Bawang daun dipotong garam secukupnya Bumbu penyedap "
Oseng kambing kecap asam manis simple,"daging kambing,potong sesuai selera siung bawang merah siung bawang putih Secukupnya kecap manis Secukupnya gula merah Secukupnya garam Secukupnya asam kanji Secukupnya cabe rawit (jika suka) "
Tongseng Kambing,daging kambing campur tulang Secukupnya minyak untuk menumis air santan daun jeruk daun salam buah serai memarkan bungkus bumbu gulai siap pakai Secukupnya kecap manis ketumbar sangrai siung bawang merah siung bawang putih garam Secukupnya merica butiran Daun bawang Kol Tomat Bawang merah goreng 
Tongseng Kambing Enak,"daging kambing Daun salam lengkuas batang serai bungkus Kara santan, encerkan dengan air Bumbu Halus; siung bawah merah siung bawang putih ruas kunyit, dibakar kemiri, sangrai ketumbar lada jahe Bumbu tumis ; siung bawang merah, iris siung bawang putih, geprek buah cabe rawit merah, iris (tergantung selera pedasnya) Kecap (sesuai selera manisnya) tomat hijau/ tomat merah Garam "
Balado kentang dan ati kambing,Ati kambing buah kentang Sambal balado cabe merah cabe rawit siung bawang merah siuang bawang putih buah tomat uk besar Daun salam 
Tongseng Kambing ala Mey,"daging kambing, iris tipis baput kemiri ketumbar cabe kriting merah secukupnya Garam, gula & kecap manis kol, iris btg daun bawang, iris minyak sayur gls air "
Kambing goreng simple with kecap cabe,Secukupnya daging kambing potong dadu kayak sate (saya - ) bawang putih bubuk (bisa bawang putih biasa di geprek) garam (suami suka asin)garam disesuaikan rada asin gpp ya Secukupnya merica halus Kecap Cabe rawit Bawang goreng 
Nasi goreng kari kambing,daging kambing potong kecil-kecil porsi nasi siung bawang merah siung bawang putih sesuai selera Cabe rawit btg wortel kecil potong dadu batang daun bawang bubuk kari merica bubuk pucuk pala bubuk secukupnya Kecap manis secukupnya Garam Minyak goreng 
Sop kambing,daging kambing wortel uk sedang (potong) btg daun bawang (potong) btg daun seledri (biarkan utuh) buah tomat (potong) siung bawang putih (iris tipis) siung bawang merah (iris tipis) buah biji pala (geprek) kayu manis (geprek) buah kapulaga putih lada bubuk Kaldu sapi bubuk (royco) secukupnya Garam Bawang goreng Jeruk nipis Sambal 
Sup Kambing Akar Teratai,"batang akar teratai, iris Rebus sampai empuk,daging kambing, potong (sy bagian paha) .L air garam telapak jahe, iris tipis .L Air cengkeh siung garlic, geprek bunga lawang cardamom/kapulaga hijau jempol jahe, iris batang kayu manis pala, geprek jinten .-garam kaldu bubuk merica bubuk batang seledri, iris lemon, iris (untuk kucuran, bikin kuah jadi seger) "
Steak Daging Kambing Crispy ala-ala,"Daging Kambing (difillet) merica bubuk bubuk bawang putih (bisa pakai siung bawang putih, diulek) tepung serbaguna tepung tapioka butir putih telur margarine buah bawang bombay (dicincang) tepung terigu (cairkan dgn gelas agar tdk menggumpal) air matang lada hitam bungkus Penyedap rasa kecap manis saus tiram saus tomat Gula pasir sckpnya Jagung rebus, buncis rebus, wortel rebus Brokoli rebus, kentang goreng "
Bacem Kambing Goreng,"L air (kurleb) kambing, bagian iga atau paha sama enaknya garlic bombay besar (ganti bawang merah gpp) sachet/ ketumbar bubuk daging asam (non biji) asin lembar daun salam penuh gula pasir bongkah gula jawa penuh garam merica bubuk kaldu bubuk "
Nasi goreng kari kambing,"porsi nasi putih, dinginkan daging kambing, potong kecil-kecil buah wortel ukuran kecil, potong dadu siung bawang merah siung bawang putih sesuai selera Cabai rawit bubuk kari secukupnya Merica bubuk secukupnya Pala bubuk secukupnya Garam Kecap manis Bubuk penyedap Minyak goreng "
Sop kambing,daging kambing bgks sop sop an secukupnya Air Bawang merah bawang putih bawang bombai tomat ukuran besar ruas jahe keprek Secukupnya lada bubuk ruas kayu manis biji pala cengkeh secukupnya Garam 
Tongseng Kambing,"buah paha kambing (berat daging sekitar), potong-potong daging sebesar x cm buah kubis, rajang kasar buah tomat merah, potong dadu batang daun bawang rajang halus air untuk merebus daging siung bawang putih siung bawang merah buah cabai merah keriting sendok teh merica butiran butir kemiri disangrai sendok teh ketumbar butiran, sangrai sendok teh jinten buah pala kunyit segar sendok makan minyak untuk menumis lembar daun jeruk purut, sobek kasar lembar daun salam batang serai, ambil bagian putihnya saja dan memarkan lengkuas, belah dua memanjang dan memarkan jahe, kupas dan memarkan batang kayu manis, masing-masing sepanjang cm buah kapulaga buah kembang lawang/pekak butir cengkeh keping fuli (seludang biji buah pala) optional *) sendok makan garam, tambahkan jika kurang asin sendok makan gula jawa disisir halus sendok makan kecap manis (optional) santan kental instan "
SOP Kambing Muda,g daging kambing muda siung bawang putih siung bawang merah merica biji pala ibu jari jahe digeprek ibu jari lengkuas digeprek lembar daun salam lembar daun jeruk bubuk (jari kelingking) kayu manis buah bintang (pekak) butir cengkeh butir kapulaga butir kentang potong persegi buah wortel ukuran sedang potong bulat batang Daun bawang batang Daun seledri secukupnya Garam dan gula putih 
Tongseng Kambing Jogja (otentik warisan mertua),"Daging kambing, potong dadu Air butir Kelapa, parut Secukupnya Minyak goreng siung Bawang putih butir Kemiri merica ketumbar Secuil Pala Bumbu Halus : ruas Jari Kunyit ruas jari Jahe ruas jari Kencur ruas jari Sunti (cuma ada di jogja, aq skip) siung Bawang merah, iris tipis buah Cabai rawit merah, iris tipis (sesuai selera pedasnya) batang Kayu manis batang Kulit Kayu Krangean buah Cabe jawa butir Cengkeh butir Kapulaga jinten lembar Daun salam lembar Daun jeruk ruas Lengkuas, geprek batang Serai, geprek Kecap manis Gula merah sisir Secukupnya Garam & penyedap Secukupnya Kubis, cincang kasar Secukupnya Mentimun, iris Secukupnya Bawang merah, iris Secukupnya Cabai rawit, iris "
Sop tulang kambing,tulang kambing lembar daun bawang lembar daun seledri siung bawang putih siung bawang merah gula pasir garam butir merica 
Tumis kambing kecap,"Daging kambing (Sy masak buat x makan aja) iris Bawang putih iris Bawang merah iris Daun bawang iris Cabe rawit Daun jeruk Asam Micin, royko, garam, gula, ketumbar bubuk Kecap "
Kari Kambing,"daging kambing berlemak/iga kambing, potong sesuai selera siung bawang merah, iris tipis siung bawang putih, iris tipis ruas jari lengkuas, geprek rumpun daun kari asam jawa utuh bubuk kari cabe giling buah pekak/bunga lawang buah cengkeh buah kayu manis kunyit bubuk gula merah sisir Garam, penyedap (jika suka) santan air "
Soto Kambing Kuah Bening Mang Yudi (),Daging Kambing Buah Bawang Bombay Siung Bawang Putih Jahe Lada Bubuk Kunyit Bubuk Lengkuas bagian (memarkan) Lembar Daun Jeruk Batang Serai (bagian putihnya saja) memarkan Secukupnya Garam Secukupnya Irisan Tomat Secukupnya Irisan Daun Bawang Secukupnya Irisan Daun Seledri Secukupnya Bawang Merah (belah menjadi ) Secukupnya Sambal uleg Secukupnya kecap Secukupnya Nasi/ Lontong Secukupnya emping (me skip) 
Nasi biryani paha kambing,Paha kambing sisi Beras basmati bonggol Bawang bombay butir Kapulaga batang Sereh Bumbu kuning siung Jinten 
Tongseng Kambing (NO MSG),",daging dan tulang kambing sendok makan kecap manis (saya pake merk tawon) ruas jahe (sangrai, geprek) batang serai (geprek) secukupnya daun salam dan daun jeruk sendok kecap manis,santan cair cabai rawit (sesuai selera) butir kemiri (sangrai) siung bawang putih siung bawang merah ruas kunyit (bakar) sendok merica sendok ketumbar sendok gula pasir "
Tongseng Kambing,"gram daging kambing (saya udah direbus) buah tahu, potong serong, goreng air santan lembar kol, iris buah tomat, potong-potong buah sereh, geprek lembar daun jeruk, buang tulangnya lembar daun salam lengkuas, geprek buah cabai rawit, iris kecap manis saus tiram lada bubuk gula kaldu bubuk garam Bumbu halus butir bawang merah butir bawang putih kunyit butir kemiri buah cabai rawit buah cabai merah keriting "
Kambing Goreng Empuk,"Segenggam Daging Kambing Secukupnya Kecap Manis, Garam, Lada, Soda Kue siung Bawang Merah buah Bawang Bombay buah Cabai Merah Besar buah Cabai Rawit Bahan Halus Kunyit/Kunir Ketumbar siung Bawang Putih "
“Tongseng Kambing”,daging kambing potong sesuai selera santan dari bks kecil kara lembar daun kol iris kasar batang daun bawang iris kasar buah tomat uk besar potong kasar buah cabe rawit hijau iris kasar lembar daun salam batang serai geprak simpulkan ruas lengkuas geprak lembar daun jeruk buah bawang putih buah bawang merah buah kemiri sangrai ketumbar sangrai merica sangrai kunyit bakar jahe bakar >> garam gula pasir kecap manis Minyak goreng secukup mya utk menumis 
Presto kambing bumbu kecap,daging kambing butir kentang siung bawang merah siung bawang putih lada ketumbar butir kemiri butir pala kunyit bubuk cabe bubuk ruas jahe secukupnya Garam kecap asin kecap manis bks saus tiram bks kaldu rasa sapi ruas jahe digeprek daun salam lembar daun jeruk ruas lengkuas butir kapulaga buah kembang lawang 
Gorengan kambing,Secukupnya perutan kambing Secukupnya lada Secukupnya asam jawa Sedikit kecap manis Sesikit mentega Airbuntuk merebus 
Soup tulang kambing,"tulang kambing rebus kurleb menit, beri perasan jeruk nipis siung bawang putih siung bawang merah jahe geprek buah daun bawang Seledri dan bawang goreng secukup nya Wortel,lobak, kentang uk besar (masing” buah) biji bunga lawang buah kapulaga "
Tongseng Kambing Praktis,daging kambing Bumbu gulai instan merk indofood -bawang merah iris -bawang putih iris Secukupnya kecap manis bungkus kecil Santan kara Kol Tomat Daun bawang Cabe rawit merah utuh 
Bledek kambing,paha depan kambing (kecil) atau lebih bawang merah iris bawang putih iris cabe merah cabe hijau cabe rawit (Cabe sesuai selera) sereh laos daun salam secukupnya Garam santan kara 
Krecek Kambing,"g daging kambing plus tulang, potong tipis, cuci Secukupnya garam,gula merah/gula pasir, penyedap (optional) asam jawa buah serai, simpulkan lembar daun salam Minyak untuk menumis -air siung bawang putih buah bawang merah jahe lengkuas buah cabe merah besar "
Lemak tulang kambing kuah santan,tulang kambing yang masih ada dagingnya dikit lemak kambing siung bawang merah siung bawang putih ruas kunyit cabe merah ketumbar butir kemiri ruas kecil lengkuas geprek batang sereh ambil putihnya iris tangkai daun bawang bks santan kara kecap manis bks royco rasa sapi Merica bubuk Garam Gula pasir Minyak 
Tongseng Kambing,"daging kambing Secukupnya kol (iris kasar) ruas jari lengkuas (geprek) btg serei (ambil putihnya aja, geprek) btr biji pala (geprek) daun salam daun jeruk siung bawang merah siung bawang putih cabe keriting ruas jari kunyit btr kemiri jinten ketumbar bubuk ruas jari jahe caber rawit (iris halus) tomat (potong bagi ) btg daun bawang (iris kasar) sachet kara (ml) kecap manis (sy kecap tropicana slim) Secukupnya garam, merica "
Asem-asem Balungan (Tulang kambing),tulang kambing/sapi ltr air lembar daun salam lengkuas (geprek) garam batang serai (geprek) Bumbu (iris tipis) siung bawang putih buah belimbing wulu buah Lombok merah/hijau buah Cabai hijau (sesuai selera) 
Tongseng kambing tanpa santan,"daging kambing, iris L air bongkah kobis, rajang kasar batang daun bawang, rajang kasar buah tomat, iris menjadi bagian per buah batang sereh, geprek laos, geprek lembar daun jeruk, remas lembar daun salam, remas Secukupnya garam Secukupnya gula pasir kecap manis siung bawang merah siung bawang putih ketumbar merica butir kemiri jahe kunyit buah cabe merah keriting cabe rawit "
Curry kambing India,kl dgng kambing (potong) kl tulng rusuk kambing di potong (pilih kambing yg sama ya) ons cabe merah kriting ons bawang merah ons /buah bawang bombay (potongkecil) jempol jahe jempol kunyit buah bintang bunga lawang ketumbar halus jinten buat tomat merah yg besar (potong kecil) helai serumpun daun Curry (kalaw ada saja) batang daun bawang (potong kecil) saset masaco rasa apa saja garam secukupnya 
Tengkleng kambing manis,Iga kambing ruas sereh geprek jari lengkuas geprek daun jeruk Bumbu halus siung bawang putih siung bawang merah buah cabe merah (resep asli gak pake) buah bungapekak jintan lada bubuk buah kapulaga Secukupnya Gula garam kecap 
Sop iga kambing,"iga kambing L air untuk merebus siung bawang putih, iris siung bawang merah, iris butir pala, geprek butir cengkeh lada, haluskan secukupnya Garam buah tomat, potong buah wortel, kupas dan potong lembar kol, iris agak besar secukupnya Penyedap batang daun bawang batang daun seledri secukupnya Bawang goreng Acar mentimun/wortel Sambal "
Pete Kambing Kecap,Daging Kambing (Potong-Potong) Siung Bawang Putih (Iris Tipis) Siung Bawang Merah (Iris Tipis) Lembar Daun Salam Secukupnya garam Secukupnya Penyedap Secukupnya Air Gram Pete (Cuci Bersih) Secukupnya Kecap Manis Secukupnya Minyak 
Tongseng kambing,"daging kambing santan kental Kecap. sesuai selera Laos geprek batang sereh geprek Daun salam, daun jeruk btr pala dibelah dua buah Tomat potong-potong secukupnya Sayur kol secukupnya cabe rawit batang Daun bawang, potong-potong buah cabe kriting, siung bawang merah siung bawang putih Bumbu halus ; kunyit kemiri jintan ketumbar peres (sangrai baru dihaluskan Jahe Merica "
Sop tulang iga kambing,"gram tulang iga kambing buah wortel buah kentang secukupnya Daun bawang siung bawang merah siung bawang putih biji bawang bombay Jahe kiraseujung jari kelingking,pala dan merica bungkus royco sapi buah bunga sisir/bunga lawang/pekak biji kapulaga, biji cengkeh secukupnya Garam dan gula,minyak goreng "
Sate kambing bumbu kacang,Daging kambing Kacang goreng Kecap bangau Tomat Bawang putih Bawang merah Lombok hijau Gula merah Garam Mentega 
Sate Kambing ( Manis),gram daging kambing Bumbu manis Siung bawang merah siung bawang putih ketumbar Sejumput jinten gula jawa mata asem jawa sesuai selera Garam kecap manis olive oil 
Nasi kebuli kambing,beras cap mangkok santan kental susu cair bawang bombay uk besar daging kambing bubuk kayu manis bubuk kapulaga bubuk jinten pala bubuk mentega 
Frikase kambing dgn daun pulowaras/ pulosari makan khas yunani,paha kaki kambing buah lemon buah selada secukupnya Garam Merica secukupnya Air batang Daun bawang Daun pulosari/ pulowaras Minyak sayur 
Sate kambing,daging kambing Bumbu halus buah bawang putih Secukupnya Ketumbar secukupnya garam Secukupnya Asam jawa Secukupnya Gula jawa Bumbu pelengkap Kecap manis Merica bubuk Tomat Kubis/kol Cabai rawit merah Bawang merah Bahan olesan sate Kecap manis dan margarin 
Tengkleng kambing,"daging kambing n campuran tulang,santan encer lembar daun salam lembar daun jeruk purut jahe dimemarkan batang serai memarkan kecap manis bawang merah bawang putih kunyit bakar lengkuas kemiri ketumbar disangrai gula jawa garam mottto secukupnya Kaldu bubuk "
Gulai kambing,air daging kambing lembar daun jeruk batang serai dimemarkan lembar daun kunyit lembar daun salam santan butir asam kandis minyak buat menumis kecap manis untuk penyajiannya secukupnya Bawang goreng untuk penyajian jahe butir bawang putih bawang merah garam cabe keriting kunyit butir kemiri ketumbar butir cengkeh disangrai butir pekak disangrai butir kapulaga disangrai kayu manis disangrai gula 
Asem-asem Iga Kambing,Iga Kambing Jerohan Kambing Minyak Goreng Air Putih Buah Tomat Merah (Iris) Buah Tomat Hijau (Iris): Siung Bawang Putih Siung Bawang Merah Cabe Merah Keriting Cabe Hijau Keriting Cabe Rawit (Opsional) Asem Jawa Tanpa Biji (Opsional) Lengkuas (Dimemarkan) Lembar Daun Salam Kecap Manis (Opsional) Kaldu Bubuk Lada Bubuk Secukupnya Garam Secukupnya Penyedap Rasa Secukupnya Gula Pasir 
Marak (Sop Kambing Khas Timur Tengah),daging kambing tulang kentang (potong jadi =) wortel (potong miring) btg daun bawang (iris sedang) btg daun seledri (iris tipis) tomat (potong jd ) Bumbu rebusan ke -bj cengkeh bj kapulaga kayu manis Bumbu Iris -bawang bombay bawang merah bawang putih ruas jempol jahe / boleh digeprek Bumbu Halus -bawang putih bawang merah jintan lada bubuk kunyit bubuk / ruas kunyit ketumbar kapulaga bubuk (optional) bumbu gulai instant indofood Bumbu Rempah -bj cengkeh bj kapulaga kayu manis Lainnya olive oil / minyak sayur untuk menumis secukupnya Garam Secukupnya gula pasir Air untuk merebus daging 
Nasi kambing (nasi Arab),"beras basmati, beras India atau Arab gram daging kambing usahakan yg masih pake tulang Jangan dicuci ya daging nya ghee India / minyak samin buah bawang bombai iris Kayu manis batang sampai cm kapulaga biji pala memarkan cengkeh daun salam Air untuk matengin beras santan atau bisa juga susu Bumbu halus bawang merah bawang putih jahe .Ketumbar sangrai Merica bubuk Gula Garam "
Gulai kambing kuah susu,daging kambing air susu putih cair full cream (plain) siung bawang merah siung bawang putih ketumbar merica jumput Jinten butir kapolaga Sepotong jahe Sepotong lengkuas Sepotong kunyit Biji pala sesuai selera lembar daun jeruk lembar daun salam batang sereh digeprek lembar daun kunyit sesuai selera Cabe merah secukupnya Garam 
Sate kambing,daging kambing tusuk sate siung bawang putih ketumbar disangrai siung bawang merah merica bubuk Sambal kecap cabe rawit iris tipis bawang merah iris tipis kol iris tipis buah tomat kecap lele kecap asin 
Sambal Goreng Daging Kambing Tahu,"daging kambing potong tahu ukuran besar, potong kotak"" kecil lembar daun jeruk lembar daun salam laos, geprek / parut jahe, geprek / parut asam jawa, larutkan gula merah Secukupnya garam Minyak goreng siung bawang merah siung bawang putih ons lombok merah "
Iga Kambing Cardamom,iga kambing lembar daun salam batang serai batang daun bawang biji cardamom (kapulaga) biji cengkeh Sepotek kayu manis bumbu halus butir kemiri buah bawang merah siung bawang putih buah cabe merah besar ruas kunyit ruas jahe ruas laos 
Rendang bumbu kuning pedas (daging kambing),daging kambing siung Bawang merah siung Bawang putih Cabe merah (me;) Cabe rawit (me;) ruas jari kunyit bungkus santan kara Jahe Lengkuas Daun salam Dau jeruk Sereh Kemiri Ketumbar Lada bubuk Garam Gula Kaldu bubuk 
Semur kambing,daging kambing yg bertulang ruas jahe ruas lengkuas Sedikit kunyit Sepotek cabe merah siung bawang merah siung bawang putih kemiri lada bawang bombai biji pala cengkeh Secukupnya garam Secukupnya kecap manis Secukupnya minyak untuk menumis 
Sop Iga Kambing,"Iga Kambing (aku campur sama dagingnya), potong secukupnya Garam lembar Daun Jambu Biji Air Cuka batang Daun Bawang, iris tipis cm buah Tomat, potong dadu Kayu Manis butir Cengkeh ruas Jahe, geprek Secukupnya Penyedap Rasa Secukupnya Gula Sedikit Minyak Goreng untuk menumis bumbu halus siung Bawang Merah siung Bawang Putih buah Cabai Merah (tergantung selera suka pedes atau ga) Merica (optional) batang Seledri, Iris Halus Bawang Goreng Jeruk Nipis, Kecap, Sambal Cabe "
Tongseng kambing dadakaan :D,daging kambing buah tomat ukuran sedang lonjor daun bawang potong kubis sct santan kara sendok makan kecap manis air Minyak goreng bungkus lada bubuk bungkus ketumbar ruas jari jahe ruas jari lengkuas ruas jari kunyit siung bawang merah siung bawang putih butir kemiri batang serai geprek dan lembar daun salam buah cabai besar Garam Gula Penyedap rasa 
Tengkleng Kambing Bumbu Instan,"Iga,Tulang Kambing Jeroan Kambing Daging Kambing Bungkus Bumbu Instan Gulai Bungkus Santan Instan Minyak Goreng Air Putih Secukupnya Cabe Rawit Utuh Siung Bawang Putih Siung Bawang Merah Batang Sereh (Dimemarkan) Lengkuas (Dimemarkan) Jahe (Dimemarkan) Lembar Daun Jeruk Purut Lembar Daun Salam Kayu Manis Butir Kapulaga Kaldu Bubuk Lada Bubuk Jintan Secukupnya Penyedap Rasa Secukupnya Garam Secukupnya Gula Pasir Kecap Manis "
Tonseng Kambing,"daging kambing potong nanas,parut Garam siung bawang merah siung bawang putih cabe merah keriting kemiri sangrai ketumbar bubuk pala bubuk ruas kunyit ruas jahe Sedikit jintan Minyak goreng Sedikit air Garam Merica ruas lengkuas btg serai daun salam daun jeruk btg kayu manis cengkeh kapulaga bunga pekak/lawang bks santan kara ltr air Kol Tomat hijau dan merah,iris Daun bawang, Cabe rawit merah Kecap "
Pindang tulang (kambing),tulang kambing cuci bersih siung bawang putih siung bawang merah cabe merah kunyit jahe cabe rawit (tergantung selera) seebagian bumbu diuleķ dan sebagian di iris lengkuas digeprek sere digeprek daun kemangi daun salam nanas diiris sedang garam nanas 
Nasgor Kambing (Memanfaatkan sate dan gulai),"Gulai dan sate kambing disuir. Gulainya sisihkan dari kuahnya,piring nasi dingin siung bawang merah iris siung bawang putih iris ruas jari kunyit butir telur Garam, gula, kecap manis Kaldu bubuk, lada buah cabe rawit iris Minyak zaitun atau margarin untuk menumis "
Sate goreng kambing,Daging kambing Blueband Air siung bawang putih siung bawang merah lembar daun jeruk Asam jawa tanpa biji biji Ketumbar bubuk butir Kemiri ons Gula merah - siung bawang merah iris tipis siung bawang putih iris tipis gula pasir lada bubuk kecap manis 
Tengkleng kambing Solo,"tulang kambing/iga kambing daging kambing Air yang banyak/,lt utk kuahnya butir bawang merah besar, diparut halus kunyit bubuk merica bubuk pala bubuk sereh geprek daun salam daun jeruk buah cabai rawit sesukanya Garam dan penyedap "
Sop kikil (kaki kambing),-kaki kambing (sapi juga gak papa) buah tomat bawang prei btr bawang merah btr bawang putih Asam jawa (dganti blimbing wuluh lebih seger) Cabe rawit Lengkuas batang tempe Garam Gula Royco Minyak goreng untuk menumis 
Sate Kambing bumbu kecap,"potong Daging, hati & lemak kambing siung bawang merah iris buah cabai rawit iris buah tomat iris secukupnya Kecap Sedikit minyak goreng lembar daun pepaya "
Kikil kambing Pedas Manis,buah kikil kambing (ukuran tanggung) siung bawah merah siung bawah putih biji cabe rawit (sesuai selera) biji cabai merah besar buah kemiri buah serai (geprek) buah jahe (geprek) buah lengkuas (geprek) buah tomat (saya pilih yg agak mentah) lembar daun salam lembar daun jeruk bungkus royco (saya pake rasa ayam) Gula dan garam secukupnyaa sesuai selera Kecap manis 
Marak daging kambing,daging kambing Air untuk merebus daging Kurang lebih butir bawang merah (semakin bnyak makin enak ya) butir bawang putih Jahe Kunircm sendok teh Jintan secukupnya Merica secukupnya Gula dan garam buah Tomat sesuai selera Kapulaga secukupnya Cengkih secukupnya Kayu manis Bawang merah goreng untuk taburan 
Sup Kaki Kambing,"buah kaki kambing yang telah empuk cengkeh cardamon (diganti kapulaga putih jg bs) jempol jahe, iris batang kayu manis (sy remukan) .L air garam gula merica bubuk kaldu bubuk tomat besar pala, geprek jeruk lemon, peras airnya secukupnya daun bawang & seledri secukupnya cabe rawit utuh, (teknik malas buat sambel ) garlic, ulek kasar bawang bombay, iris "
Sop kambing kuah bening,grm daging kambing buah kentang buah wortel Buncis kol Tomat buah bawang merah buah bawang putih Daun bawang sledri Merica bubuk bks penyedap rasa 
Tongseng Kambing,"daging kambing, potong-potong (saya pakai sate kambing) lembar kol, potong buah tomat, potong -potong batang daun bawang batang serai, memarkan lembar daun jeruk Seruas jari lengkuas, geprek buah cengkeh buah kapulaga Minyak untuk menumis secukupnya kecap manis bawang merah siung bawang putih Seruas jari kunyit butir kemiri, sangrai Sejumput jintan ketumbar merica "
Kambing Oven,bawang bombai kambing siung bawang merah siung bawang putih ruas jahe ketumbar jinten garam masala merica garam gula kecap siung bawang merah biji cabe rawit 
