Title,Ingredients
Tumis Tempe Jamur,"Secukupnya tempe, potong dadu--Secukupnya jamur kuping, iris iris--Secukupnya jamur enoki--cabai rawit--cabai merah--tomat hijau--"
Nugget tempe,sesuai selera Tempe--Daun bawang--Telur--Ketumbar--Merica--Bawang putih--Bawang merah--Garam--Penyedap rasa--Kemiri--Adonan menggoreng:--Tepung roti--Telur--
Tumis Kacang Panjang Tempe,"ikat kacang panjang (potong lalu cuci bersih)--papan tempe ukuran sedang (potong,lalu goreng sebentar)--Tomat (iris)--Gula (secukupnya)--Garam (secukupnya)--Minyak goreng (secukupnya)--ikan teri (cuci bersih)--Bumbu iris :--buah bawang bombay--siung bawang merah--siung bawang putih--buah cabe rawit (bisa dikurangi sesuai selera)--buah cabe merah kriting--"
Tempe Selimut Simple,"Tempe Rp ,---Daun bawang Rp ,---Tepung racik tempe goreng--Tempung maizena--sedikit Air--Garam--"
Kering Tempe,papan tempe--siung bawang merah--siung bawang putih--jempol jahe--buah cabai rawit--buah cabai keriting--buah cabai merah besar--blok gula merah--
Tempe kecap pedas manis,kotak tempe ukuran kecil (iris dadu)--siung bawang putih--siung bawang merah--cabe rawit (harusnya cabe hijau) iris bulet--butir kemiri--ruas jahe--Garam--Sepucuk maizena--Kecap--Minyak--
Sandwich Tempe Jeletot,papan Tempe--Cabe Merah--Cabe Rawit--Cabe Rawit merah--buah Kemiri--siung Bawang Merah--siung Bawang Putih--Gula Pasir--secukupnya Garam--Penyedap Rasa (optional)--secukupnya Minyak goreng--Bahan celupan :--Tepung terigu--Tepung tapioka (kalo saya skip ini)--Lada--Garam--Bawang putih bubuk secukupnya (optional)--
Sambal Tempe Bosok,papan tempe semangit (tempe yang terlalu matang)--butir bawang merah--butir bawang putih--batang sereh--Kencur (sesuai selera)--Jahe (sesuai selera)--buah cabe (sesuai selera ya. Saya sukanya pedas)--secukupnya Garam--
Orek tempe+kacang+teri simple,genggam kacang tanah--buah tempe yg harga --genggam ikan teri medan--buah bawang merah--siung bawang putih--buah cabe merah keriting--secukupnya Garam--Minyak untuk menggoreng--
Oseng teri tempe cabe hijau,papan tempe (potong dadu kecil)--papan pete--buah cabe hijau besar (irisserong)--siung bawang putih (irisseperti biasa)--buah cabe merah (irisserong)--buah cabe rawit hijau (irisserong)--bulat bawang bombay--genggam kacang kapri (saya potong jadi )--teri asin yang sudah dicuci dan digoreng garing--minyak goreng--Garam (secukupnya)--Gula (secukupnya)--Sedikit air untuk menumis--secukupnya Bumbu penyedap ayam--Kecap manis atau secukupnya--secukupnya Lada--
Tempe & Tahu Bacem,Tempe papan potong --tahu putih--liter air--daun salam--kecap manis--gula merah sisir--Garam--Merica--bawang merah--bawang putih--ketumbar--secukupnya Minyak goreng--
Tumis osengtempe,"papan tempe pot. Dadu--Segenggam kacan tanah--I ons teri--bwg merah--bwg putih--cabe giling tuk pewarnanya--cabe merah keriting--cabe rawit--lbr daun jeruk--kecap--Gula,garam--jeruk nipis (airnya)--"
Orek tempe pedas manis,"papan tempe, potong kotak--buah tahu kuning, potong kotak--Minyak u. Menumis--buah gula merah, iris--Garam--Bumbu penyedap (blh skip)--bawang merah--bawang putih--Cabe merah uk. Besar--"
Tempe goreng sederhana,papan tempe--Secukupnya tepung terigu--batang daun bawang--Secukupnya garam--Secukupnya air--Secukupnya minyak goreng--
Jangan Ndeso Alakadarnya a.k.a Sayur Tempe Gunungkidul,"papan tempe, goreng setengah kering--buah tahu putih, goreng--buah kacang panjang--Bumbu:--siung sedang bawang putih, geprek iris--siung bawang merah, iris--ruas lengkuas--lembar daun salam--Segenggam cabe keriting hijau, iris serong tipis--buah cabe rawit merah--santan kara--Secukupnya garam--Sedikit merica--Secukupnya air--Secukupnya minyak goreng, utk menumis--"
Jangan Tempe Tahu,Tahu potong menyerong--Tempe potong kotak--Pete--Udang papay--Santan--Garam--Gula--Penyedap--Minyak goreng untuk tempe tahu--Bumbu halus--butir Bawang merah--butir Bawang putih--secukupnya Cabe--Kunyit--Jahe--Ketumbar--Kemiri--Terasi--Pelengkap--Daun salam--Daun jeruk--Lengkuas--
Tumis Toge Tempe Kecap,papan Tempe--Tauge--siung Bawang Merah--siung Bawang Putih--cabe rawit/sesuai selera--sesuai selera kecap--Merica (Bisa Skip)--
Tempe mendoan,buah tempe kotak--secukupnya Daun bawang--siung bawang putih--siung bawang merah--buah kemiri--ketumbar--secukupnya Kunyit--secukupnya Garam--tepung terigu--tepung tapioka--tepung beras--
Ayam Dan Tempe Goreng Serundeng,dada ayam--kelapa parut--tempe (potong agak tebal)--siung bawang putih (dihaluskan)--ruas jari kunyit (dihaluskan)--secukupnya Garam--secukupnya Penyedap royco--lembar daun salam--batang sereh--secukupnya Air masak--
Tempe isi Sambel,kotak tempe--Tepung terigu--Bumbu harus untuk pelapis tempe--Garam dan butir bawang (dihaluskan)--biji cabe rawit--butir bawang putih--butir bawang merah--lembar daun jeruk--secukupnya Garam--
Tumis Udang tempe kacang panjang,"potong tempe, potong Kecil--ekor udang, buang kulit dan kepala lalu cuci bersih--buah kacang panjang, potong--siung bawang putih, iris--siung bawang bombay, iris--bawang pring, potong --buah cabe rawit, iris--saus tiram--kecap manis--saos tomat--Sedikit garam dan gula--Minyak untuk menggoreng--"
Cireng isi tempe renyah,tepung tapioka (sy rose Brand)--mucung garam--siung bawang putih--Sec Air mendidih--Sec daun bawang--Isian--potong Uk sedang tempe--siung bawang putih--siung bawang merah--buah cabe rawit--gula pasir--garam--
Sate Tempe... yummy.. max,lonjor tempe.. potong dadu--Bumbu bakar--siung bawang putih--siung bawang merah--merica--ketumbar--gula pasir--ons gula merah sisir--sachet kaldu ayam--Garam--Kecap manis--maizena--
Tumis tempe kacang panjang,"buah kacang panjang, potong-potong--papan tempe ukuran kecil potong korek--lembar daun salam--ruas jari lengkuas, geprek--buah cabe merah keriting, iris serong--buah bawang merah, iris tipis--buah bawang putih, iris tipis--buah tomat, potong jadi bagian--saos tiram--Secukupnya kecap--Secukupnya gula, garam--Secukupnya air dan minyak--"
Terik tahu tempe labu siam jipang,daging sapi sambelan--buah labu siam jipang potong--papan tempe potong--buah tahu--lembar daun salam--secukupnya Bawang goreng--mangkok santan--liter air--siung bawang putih--siung bawang merah--Garam.gula--merica--secukupnya Laos.jahe.kunyit--butir pala--
Tumis kacang tempe icha,kacang panjang ukuran sedang--papan tempe--siung bawang merah--siung bawang putih--cabe rawit hijau--butir kemiri--sendok makan kecap--air (setengah gelas belimbing)--tomat ukuran kecil--cabe merah keriting--sendok teh garam--Secukupnya penyedap rasa (masako ayam)--Minyak goreng--
Tempe Goreng Telur,"papan tempe uk kecil--butir telur--tepung terigu--Secukupnya bawang putih bubuk--Secukupnya garam, kaldu bubuk, merica--"
Oseng tempe buncis,"potong kecil tempe (dpotong dadu lalu goreng)--genggam buncis (potong)--saset saos tiram--Kecap manis, masako ayam, air, secukupny--Minyak goreng untuk mnumis--lmbar daun salam--lengkuas--Bumbu iris :--bwang bombai--siung bwang ptih--siung bwang mrah--tomat--btng daun bwang--"
Tumis pedas manis tempe buncis,papan tempe--secukupnya Buncis--siung bawang merah--siung bawang putih--sesuai selera Bakso--butir kemiri--rawit merah--cabai keriting merah--Kecap--Garam--secukupnya Air--
Stik Tempe Racik,papan tempe--butir telur--Tepung panir--bumbu racik tempe--
Oseng teri tempe rawit,ons teri nasi (cuci pakai air hangat sebentar saja di saring)--Tempe secukupnya di potong kecil tipis sesuai selera--Bahan iris :--siung bawang merah--siung bawang putih--cabe rawit merah--cabe rawit hijau(saya utuh ga di iris ya)--lbr daun salam--secukupnya Garam dan kaldu bubuk--minyak untuk menumis--
Kering tempe manis,papan tempe iriskecil--siung bawang merah iris tipis--siung bawang putih iris tipis--buah cabe merah potong serong tipis--lengkuas geprek--jahe iris tipis--gram gula merah sisir halus--/gula pasir--garam--Penyedap rasa (optional)--Daun salam--mata asem jawa--Minyak goreng--
Tempe tepung kress,papan tempe--daun bawang diiris--sendok tepung terigu--sendok tepung kanji--siung daun putih--kemiri--secukupnya kunyit bubuk--secukupnya garam--secukupnya air--secukupnya minyak goreng--
Tempe mendoan,papan tempe potong potong sesuai selera ya--Daun bawang potong potong (saya skip karena kehabisan)--tepung terigu--secukupnya Air--Minyak goreng--ketumbar--btr bawang merah--btr bawang putih--ruas kunyit--secukupnya Merica--secukupnya Penyedap rasa--secukupnya Garam--
Orek Tempe Basah,papan Tempe--Minyak goreng--bawang bombai--secukupnya Kecap manis--secukupnya Gula--secukupnya Garam / penyedap--butir bawang putih--butir bawang merah--ketumbar--butir kemiri--Cabai keriting dan cabe rawit--buah tomat--
Tempe Tepung Simple,papan tempe--tepung terigu--Minyak goreng--Secukupnya air--siung bawang putih--ruas kunyit--Secukupnya garam--
Tempe kecap,"papan Tempe, potong kotak--siung Bawang merah, iris tipis--siung Bawang putih, iris tipis--buah Cabai rawit, iris tipis--secukupnya Kecap manis--secukupnya Garam--secukupnya Gula--"
"Tumis tempe, udang,ati ampela",udang--papan tempe uk kecil--pasang ati ampela (optional)--Cabe rawit biji (tergantung selera)--siung Bawang merah--siung Bawang putih--secukupnya Garam--secukupnya Gula--Kaldu ayam bubuk(kalau suka) q pake royco--Tepung bumbu seba guna--secukupnya Minyak goreng--
Oseng Tempe & Kacang Panjang,"tempe--kacang panjang--bawang merah--bawang putih--lbr daun jeruk--Laos (secukupnya di geprek)--Merica (secukupnya)--Garam, gula,kecap--"
Tempe tepung sambel kecap,iris tempe--duan bawang yang diiris tipis--air matang--tepung terigu--tepung beras--minyak goreng--ketumbar sangrai--siung bawang putih--kaldu ayam--garam--
Tempe goreng,papan Tempe--siung bawang putih--Secukupnya Ketumbar--Secukupnya garam--Minyak goreng--
Tempe jeletot,papan tempe--siung bawang putih--siung bawang merah--buah cabe keriting--secukupnya Kencur--sesuai selera Cabe rawit--Daun bawang--tepung terigu--sendok makan tepung beras--Penyedap rasa dan garam--Ketumbar--Minyak untuk menggoreng--
Oseng buncis tempe,bungkus buncis--papan tempe--siung bawang merah--siung bawang putih--cabe rawit--masako--sedikit air--garam--gula--
Kering Tempe Cabjo,papan tempe plastik ukuran sedang--butir jahe (di peprek)--butir lengkus (di peprek)--butir kamijara (di peprek)--lembar daun salam (di remas)--Gula merah secukupnya (disisir)--Cabai secukupnya (menurut selera)--secukupnya Minyak--secukupnya Bawang solong--Bumbu yang di haluskan (bumbu kuning) :--butir kunyit--siung bawang putih--siung bawang merah--butir kemiri--butir ketumbar--secukupnya Pala--secukupnya Lada--secukupnya Garam--
Kering tempe renyah,"papan tempe ukuran sedang (xcm), potong kecil-kecil--Bumbu halus ::--butir bawang merah--siung bawang putih--lengkuas muda--cabe rawit merah--Bahan lain ::--cabe keriting, iris serong--helai daun salam--buah jeruk nipis seukuran bola pingpong, peras--Secukupnya garam dan gula--minyak untuk menumis--"
Perkedel Tempe,"tempe, kukus dan haluskan--batang daun bawang, iris--batang seledri, iris--butir telur, kocok lepas--secukupnya Garam, gula, merica bubuk--Bumbu halus : (goreng dahulu sebelum dihaluskan)--siung bawang merah--siung bawang putih--"
Oseng Tempe Buncis,papan tempe (seadanya stok) potong kotak--batang buncis (adanya itu)--batang daun bawang--siung bawang putih (cincang halus)--bw bombay (kehabisan stok bawang merah hiks)--kecap--saori saus tiram--laos geprek--jahe geprek--jeruk limau kecil----
Nasi Liwet Tempe bacem,potong tempe--air kelapa--buah gula merah--garam--Sdikit kaldu bubuk--lbr daun salam--vatang serai--ruas lengkoas--Minyak u menggoreng--siung bamer--siung baput--ketumbar--butir kemiri--
Nasi goreng tempe salmon,nasi--ikan salmon yg sdh di goreng--tempe yg sdh di goreng dn di remas kecil--garam--bawang putih--bawang merah--sendok mkn minyak goreng--cabai bisa tmbhkn klo mau pedes--
Oseng Tempe Kacang Panjang Udang,"ikat kacang panjang, potong seukuran korek--papan tempe, potong korek & goreng--udang, buang kepala--siung bawang merah, iris--siung bawang putih, geprek--buah cabe merah, iris serong--ruas lengkuas, geprek--lembar daun salam--gula merah--Secukupnya gula pasir, garam & kaldu bubuk--Secukupnya air--Sedikit minyak utk menumis--"
Orek tempe cabai hijau,papan tempe--buah cabai hijau keriting--siung bawang merah--siung bawang putih--ruas lengkuas--lembar daun salam--Secukupnya kecap manis--Secukupnya gula merah--Garam--Penyedap rasa--
Kikil tempe pedas manis,"kikil--papam tempe--bumbu halus--siung bawang merah--siung bawang putih--cabe keriting merah (selera)--cabe rawit merah (selera)--cabe ijo besar--Lmbar daun salam--ruas kunyit--ruas laos--kecap manis--kecap asin--penyedap rasa--garam, gula--minyak goreng--"
Nugget tempe keju,tempe--daging ayam giling--terigu--siung bawang putih haluskan--btr telur--garam (blh lbh)--merica bubuk (blh skip)--penyedap rasa sapi--keju parut--Sckup nya daun bawang Iris halus (blh skip)--💞 pelapis 💞--Btr telor kocok--Seckup nya Breadcrumb--
Tempe Tumis Ikan Asin,"ekor ikan asin jenis apa sj--buah tomat--cabe merah besar--siung bawang putih--cabe merah keriting--Batang cemangi,ambil daun sj--Siung bawang merah--cabe rawit--tempe--Secukupnya garam--Secukupnya masako--Secukupnya merica bubuk--Secukupnya gula pasir--Minyak goreng--"
Kering tempe,"papan tempe besar--buah cabai besar--potong gula merah kecil--gula pasir--lembar daun salam--ruas jahe (saya td gapake karna gaada jahe di rumah)--Sereh--siung bawang merah--siung bawang putih--ruas lengkuas/laos--secukupnya Garam--Lada secukupnya (cuma buat pedes""an)--"
Tempe mercon kekinian,papan tempe ukuran sedang (dipotong bagi bagian)--siung bawang putih--siung bawang merah--biji cabe rawit domba--Merica bubuk--secukupnya Daun bawang--tepung terigu--ruas kencur--Secukupnya penyedap rasa--Secukupnya air--Secukupnya minyak kelapa--
Tumis tempe peda,"ekor peda, buang tulang tengah, potong potong--papan tempe, potong dadu, goreng ½ matang--kecap manis--secukupnya Garam--Bumbu iris:--buah cabe merah, iris serong--buah cabe hijau, iris serong--Cabe rawit secukupnya, iris serong--butir bawang merah, iris tipis tipis--siung bawang putih, iris tipis tipis--buah tomat, potong potong--"
Orek tempe,"papan tempe--biji cabe--siung bawang merah--siung bawang putih--secukupnya Kecap manis--secukupnya garam, micin, royco--"
Tempe Bacem Mantap,"Potong Tempe--Butir Asam--Lembar Salam--Ruas Langkuas Geprek--Bumbu Ulek:--Siung Bawang Merah--Siung Bawang Putih--Secukupnya Ketumbar, Garam, Kaldu, air dan kecap/gula merah--"
Tumis toge dan tempe simple gak pake lama,Sebungkus toge--secukupnya Tempe--siung bawang putih--siung bawang merah--bawang bombay ukuran sedang--buah cabe rawit--Kecap manis--Saus tiram--
Oseng Teri Tempe,ons ikan teri--tempe (potong dadu)--cabe rawit--biji bawang putih--biji bawang merah--lembar daun jeruk--buah tomat (potong dadu)--Garam--
Kering tempe teri,"tempe (bungkus daun) atau papan tempe--Segenggam teri--buah h tomat--lengkuas--daun jeruk--daun salam--Air asam jawa (larutkan asam jawa dalam air panas, ambil)--cabe keriting hijau--kecap--gula merah--💋bumbu halus:--bawang merah--bawang putih--cabe rawit--Garam--Merica--Penyedap--"
Tempe Teriyaki,papan Tempe--Bawang putih cincang--Bawang Bombai(kecil)--Saus teriyaki--Kecap manis--Lada--
Tumis buncis tempe,buncis potong miring--Tempe iris sesuai selera trus goreng (jgn terlalu kering)--buah tomat--siung bawang putih iris--siung bawang merah iris--cabai (menurut selera)--secukupnya Kecap--Secukupnya Garam--secukupnya Gula--penyedap rasa--
Tempe Orek,papan tempe uk.besar--keping gula merah kecil--lembar daun jeruk--lembar daun salam--peres gula pasir--Bumbu iris :--bawang merah uk.besar--bawang putih--cabe merah kriting--cabe rawit merah--Secukupnya air matang--
Tempe Orek Basah,"papan tempe uk sedang, potong dadu--lembar daun salam (tambahan dr saya)--Seruas jempol lengkuas, memarkan (tambahan dr saya)--Secukupnya kecap manis--Secukupnya garam, gula dan kaldu bubuk (sy pk kaldu jamur)--Secukupnya air matang--buah jeruk limau uk besar, ambil airnya (tambahan dr saya)--Bumbu yg dihaluskan :--siung bawang merah--siung bawang putih (sy pk bawang putih kating)--buah tomat--buah kemiri(sangrai/goreng)--buah cabai merah besar--ketumbar--"
Tumis sawi hijau plus tempe,ikat sawi hijau--bungkus tempe--Bumbu:--siung bawang merah(iris tipis²)--siung bawang putih (iris tipis²)--buah cabe rawit merah(potong jadi bagian)--sedok teh garam--secukupnya gula pasir--penyadap rasa--secukupnya air--
Tempe mendoan melet,papan tempe--buah tahu putih--Bahan sambal:--siung bawang merah--siung bawang putih--Cabe rawit (saya pakai biji karena suka pedas)--buah tomat--secukupnya Gula & garam--Bahan tepung:--tepung tapioka--tepung terigu--siung bawang putih--secukupnya Ketumbar bubuk--Bubuk kaldu (saya pakai ayam)--Minyak untuk menggoreng--
Orek tempe basah cabe ijo,"papan tempe(aku bli )--kecap manis--secukupnya Gula, garam, kaldu bubuk--Bumbu yg di haluskan:--siung bawang merah(agak kecilbawangnya)--siung bawang putih--buah cabe merah keriting--buah cabe rawit orange--butir kemiri--ketumbar bubuk--Pelengkap:--buah cabe ijo besar, iris--lembar daun salam--ruas lengkuas--Air kurang lebih--"
Tumis kacang panjang-tempe,"helai kacang panjang, potong--papan tempe, iris, goreng--Daun salam--Bumbu:--buah bawang merah--buah bawang putih--buah kemiri--lada--Garam, gula--Kecap manis--"
"Udang, Tempe, Terong balado",gram udang--gram tempe--buah terong--siung bawang putih--siung bawang merah--biji cabe merah keriting--biji cabe rawit merah--Garam--Gula--Kecap manis--biji Tomat--
Tumis tempe kacang panjang,papan Tempe (potong serong)--Kacang panjang--biji Cabe kecil (saya suka pedas sih)--buah Tomat--Terasi--buah Bawang putih--buah Bawang merah--bks Masako ayam--Minyak (untuk menggoreng dan menumis)--
Tahu tempe pedes manis,"buah tahu kecil--tempe daun--batang daun bawang--siung bawang bombay, iris--siung bawang merah, iris--siung bawang putih, cacah--cabe rawit merah (sesuai selera)--cabe rawit hijau--Sejumput merica--sendok makan saos tiram--sendok makan kecap manis--"
Orek tempe ikan cuwe',kranjang ikan cuwe isi --papan Tempe--Bumbu--siung bawang merah--siung bawang putih--buah Cabai rawit--Gula--Garam--
Sayur terong tempe santan gampang,"buah terong diiris bulat--papan tempe kecil, dipotong kotak kotak cm--lembar daun salam--lengkuas, memarkan--batang serai, memarkan--buah cabai hijau iris serong--santan (saya kara + air)--,garam--gula pasir--merica bubuk--Minyak goreng--butir bawang merah--siung bawang putih--butir kemiri sangrai--ketumbar--kunyit--"
Tempe melet huhah,papan tempe--cabe rawit--cabe merah keriting (sesuai selera)--buah tomat--siung bawang merah--siung bawang putih--Gula--Garam--Tepung bumbu/tepung terigu--
Kering Tempe Harum,papan tempe--siung bawang putih--siung bawang merah--cabai merah (setan) optional tergantung selera--lembar daun salam--lembar daun jeruk nipis--siung jahe--siung laos--siung sereh--secukupnya garam--secukupnya penyedap rasa--secukupnya kecap manis--secukupnya gula jawa / sesuai selera saya pakai sisir gula jawa ukuran kecil--
Abon ikan tokol + tempe,ikan tongkol--papan tempe--prapat  bawang kering--Bumbu halus--buah cabe rawit klo suka pedas tmbahin--siung bawang putih--ruas kunyit--jahe--laos--sendok teh lada--gula yg mau pke kecap bisa tp q pke gula--merica--garam--masako rasa sapi--dan minyak untuk mngoreng--
Tahu tempe bacem,kotak tahu putih--papan tempe--lembar daun salam & lengkuas--batang sereh--Gula merah--Kecap--Garam--Ketumbar--siung bawang merah--siung bawang putih----
Tempe goreng mentega,"papan tempe, potong² menjadi persegi--tepung terigu--tepung tapioka--ketumbar bubuk--lada bubuk--secukupnya garam--kunir bubuk--secukupnya air--minyak goreng--mentega--"
Orek tempe pedas,papan Tempe--Cabai kriting merah--Tomat (jika mau tdk trll pedas)--Jeruk limo buah peras airnya--Bawang merah--Bawang putih--Garam--Gula--Minyak goreng--
Tahu Tempe Bacem,Tempe--Tahu--Gula merah--Garam--Kecap (boleh skip)--Bawang merah--Bawang putih--Ketumbar--Bumbu tambahan :--Lengkuas (digeprek)--Sereh (digeprek)--Daun salam--
Tumis tempe kacang panjang,secukupnya Tempe--g Kacang panjang--siung bawang merah--siung bawang putih--ruas laos--lembar daun salam--buah cabai besar--secukupnya Kecap--Garam--Penyedap rasa (optional)--
Orek tempe kacang,"papan tempe fresh an, potong tipis"" sedang--Kacang tanah--secukupnya Minyak goreng fresh--buah Cabe merah keriting, dihaluskan, diiris tipis""--butir Bawang merah--siung Bawang putih--ruas jari Lengkuas, memarkan--ruas jahe, haluskan/memarkan--lembar Daun salam--lembar Daun jeruk--batang Serai, potong, ambil bgian tebalnya, memarkan--Gula merah yg sdh disisir tergantung selera--secukupnya Garam, gula--Sdkt sj air (kurleb sdm)--"
Tahu tempe telor bumbu bali ala mommies,"bks tempe (gr)--bks tahu (kira"" /kg)--butir telur ayam--siung shallot ukuran besar (Kalo ukuran kecil siung yay)--siung bawang putih--biji cabai rawit (skip kalau tdk suka pedas)--Bumbu tambahan :--Secukupnya garam--Secukupnya gula--Secukupnya Masako ayam--Secukupnya lada putih--Sere--Daun salam--Laos--Jahe--Bumbu Bali instan--Minyak untuk menumis--buah tomat--kecap manis--"
Sate Tahu & Tempe (Teflon),tahu putih--papan tempe (ukuran besar)--ruas lengkuas--daun salam--kecap manis--Secukupnya garam--Secukupnya penyedap (optional)--Secukupnya gula pasir--Bumbu Halus ;--bawang putih--bawang merah--kemiri--Secukupnya gula jawa--merica--ketumbar--
Tempe orek iris,"papan tempe (iris dadu)--Kecap manis (secukupnya, sampai tempe berubah warna hitam)--buah bawang merah (iris)--buah bawang putih iris--cabai merah keriting (iris)--cabai rawit (iris)--/ lembar daun salam--"
Oseng Mie Tempe ala QeeLa's Kitchen,bungkus Mie Urai (merah)--papan tempe (potong kecil)--siung bawang putih--siung bawang merah--buah cabe rawit (sesuai selera)--lembar daun salam--ruas jahe (geprek)--ruas lengkuas (geprek)--secukupnya Garam--secukupnya Gula--kecap manis--secukupnya Air--Minyak untuk menumis--
Bakso Tempe,Terigu sendok makan.. Tepung kanji sendok Makan.. Tempe Sepapan Telur Masako Bawang Putih --
Lodeh tatem(tahu tempe),tahu--papan tempe(an)--lbar daun salam--lbar daun jeruk--secukupnya Santan--sedikit Gula--secukupnya Air--Lengkuas geprek sckpnya--cabe keriting--ketumbar--siung bawang putih--siung bawang merah--jari kunyit--garam--btr kemiri--
Orak arik tempe tahu teri,"buah tahu putih, potong kotak--tempe lonjor, potong kotak--ons teri medan--buah cabai merah keriting--siung bawang putih--siung bawang merah--buah tomat--sesuai selera garam, gula putih dan gula merah--"
Tumis kacang&tempe,"ikat kacang panjang--Tempe--Bawang putih,--bawang merah,--cabe,--tomat--saus tiram,--terasi--Penyedap rasa,--"
Sambel tempe semangit kemangi,papan tempe lanas--genggam kemangi segar--buah cabe merah keriting--buah cabe rawit merah--siung bawang putih--siung bawang merah--gula pasir--sendok makan minyak goreng--secukupnya Garam--secukupnya Bumbu kaldu--
Terik Tempe,potong tempe (goreng setengah matang)--siung bawang putih--siung bawang merah--buah kemiri--lembar daun salam--santan encer--batang daun bawang--buah tomat potong--buah cabe rawit merah--Secukupnya garam--gula merah--kecap manis--
Tempe salted egg,papan tempe--terigu--sagu--Kaldu ayam bubuk--Garam--Merica--Telor--Saus salted egg:--butir kuning telor asin.hancurkan--Susu cair--Bawang putih. Haluskan--Mentega untuk menumis--
