Title,Ingredients
Ikan Nila (saos pedas asam manis),ekor ikan nila ukuran jumbo ons Selada batang buncis (di potong panjang) buah kentang (di bagi ) wortel (di potong korek api) bawang bombay ukuran kecil siung bawang putih saos sambal saos tomat saos tiram garam lada / merica bubuk Minyak goreng 
Sarden kangkung,"kaleng ikan sarden (botan) gengam kangkunng (pucuknya saja, cuci bersih) siung bawangputih (iris) siung bwng mrah (iris) sesuai selera Cabe rawit btng daun bwang (iris) btng sereh (gprek) ruas jari jahe (geprek) lbar daun jeruk secukupnya Garam secukupnya Royco secukupnya Gula secukupnya Kecap secukupnya Air Minyak untuk menumis bumbu kaleng ikan sarden (botan) gengam kangkunng (pucuknya saja, cuci bersih) siung bawangputih (iris) siung bwng mrah (iris) sesuai selera Cabe rawit btng daun bwang (iris) btng sereh (gprek) ruas jari jahe (geprek) lbar daun jeruk secukupnya Garam secukupnya Royco secukupnya Gula secukupnya Kecap secukupnya Air Minyak untuk menumis bumbu "
Bandeng presto,"bandeng,bersihkan ruas jari kunyit buah bawang merah buah bawang putih ruas jahe ketumbar Secukupnya garam Bumbu cemplung ruas lengkuas lembar daun salam batang serai lembar daun jeruk Secukupnya air Secukupnya kocokan telur "
Pesmol Ikan Kerapu,ekor ikan kerapu potong siung Bawang merah siung Bawang putih Jahe Kunyit butir Kemiri Daun jeruk Daun salam btg Sereh Lengkuas (digeprek) Cabe rawit (sesuai selera) Tomat kecil Wortel kecil btg Daun bawang Jeruk nipis butir (ambil airnya) Air (dapat ditambah jika ingin agak berkuah) Garam Gula 
Mujair bumbu pepes,mujair uk sedang btr bawang merah siung bawang putih jahe btr kemiri kunyit halus cabe rawit daun kunyit sobek sobek tomat potong kecil kecil 
Ikan dencis bumbu sarden pedas nyemek-nyemek,"ekor ikan dencis sebesar setengah telapak tangan yg digoreng butir telur puyuh yg sudah di rebus ons terong ungu (ganti tahu/kentang) di goreng layu ons cabe merah butir cabe rawit butir kemiri ons tomat merah siung bawang putih siung bawang merah merica putih Bumbu yg di iris-ons tomat merah butir cabe rawit belah dua buah cabe merah besar ons bawang bombay lembar daun jeruk koyak jadi dua Minyak untuk menumis Air secukupnya Garam Gula diabetasol setengah bungkus (opsi,, bisa pake gula biasa) saus cabe Penyedap (opsi) "
Sambal ikan Lele,ikan lele (cuci bersih potong jd beberapa bagian) buah cabe merah keriting buah cabe rawit buah tomat ukuran sedang siung bw.merah siung bw.putih biji kemiri jahe Terasi bakar bauh Jeruk sambal kecil secukupnya Gula merah Garam Sedikit pucuk daun kemangi 
Ikan cucut sambal pedas pake pete,"ikan cucut ukuran sedang butir pete butir bawang merah butir bawang putih butir tomat lembar daun salam butir cabe keriting butir cabet rawit (sesuai selera) Garam, penyedap & gula putih secukup nya "
Nila Goreng Sambal Matah,Fillet Nila Jeruk Lemon Bumbu Kuning Halus Ketumbar Merica Garam Daun Jeruk Cabe Rawit Merah Cabe Rawit Hijau Bawang Merah Minyak Siuang Bawang Merah Siung Bawang Putih Kunyit 
Salmon (tetelan) Teriyaki,"tetelan salmon mentah bagian jeruk lemon (peras airnya, sisihkan dgn buahnya) ruas jahe (kupas, cuci bersih & digeprek) jamur kuping (cuci bersih & iris tipis) batang baby corn (cuci bersih & iris tipis) bagian paprika hijau (cuci bersih & iris tipis) cabe rawit (cuci bersih & iris kecil-kecil) kecap manis saus tiram Saori saus teriyaki Saori siung bawang bombay kecil (cuci bersih & iris tipis) butir bawang putih (cuci bersih, digeprek & iris tipis) butir bawang merah (cuci bersih & iris tipis) garam lada putih lada hitam air ruas ibu jari lengkuas (kupas, cuci bersih & digeprek) minyak goreng "
Dadar telor ikan tongkol,ikan tongkol butir telor ikat daun bawang garam 
Lele Goreng Krenyes No Amis,lele sayat sisinya buah jeruk nipis Minyak goreng secukupnya untuk menggoreng lele Bumbu halus siung bawang putih siung bawang merah ruas kunyit ketumbar bubuk secukupnya Garam 
Pindang patin,ikan patin buah cabe rawit merah buah cabe merah keriting siung baput siung bamer sendok makan lada buah kemiri buah cengkeh buah trasi (sy pke abc) lembar daun salam lembar daun jeruk batang serai buah tomat sendok teh asam jawa ruas jahe (sebesar ibu jari dewasa) ruas lengkuas ikat kemangi batang daun bawang sendok kecap manis buah gula merah secukupnya Garam secukupnya Penyedap rasa sendok teh gula putih 
Pepes Aceh ikan tongkol,"anak ikan tongkol btg serai, rajang halus Segenggam cabe rawit utuh utk taburan tangkai daun temurui (ambil daunnya) Segenggam belimbing wuluh, potong serong daun jeruk, rajang sendok mkn bawang goreng Bumbu ygdihaluskan cabe Rawit (pedas sesuai selera) Seruas kunyit genggam asam sunti siung bawang merah siung bawang putih sendok jinten Penyedap (optional) "
Tuna Tepung Siram Saus,ikan tuna bawang bombai bks Tepung sebaguna daun salam Saus tomat Saus sambal bawang merah bawang putih cabai keriting sesuai selera Lada bubuk Penyedap makanan Garam Gula air 
Ikan Dencis Bumbu Kuning Cabe Rawit,"ikan dencis secukupnya Daun prei secukupnya Garam Bumbu halus siung bawang merah siung bawang putih secukupnya Kemiri (kirabuah) kunyit seujung ruas jari (sedikit saja) jahe sedikit saja Iris Bumbu secukupnya Cabe rawit tomat setengah buah, potong dadu "
Bandeng Keropok,bandeng ukuran sedang ketumbar bw putih garam Secukupnya air (utk mencairkan bumbu halus) Minyak (utk menggoreng) cabe rawit (selera pedasnya) bw putih terasi iris jeruk nipis kecap manis cabe rawit iris halus 
Nila goreng sambal matah,"ekor ikan nila, ukuran sedang siung bawang putih ruas jari kunyit ketumbar halus secukupnya Garam Minyak untuk menggoreng siung bawang merah biji cabe rawit apa aja buah jeruk nipis secukupnya Royco secukupnya Minyak goreng panas "
Sop Ikan Patin,ikan patin siung bawang merah siung bawang putih secukupnya Lada seruas jahe seruas kunyit seruas lengkuas salam sereh daun jeruk daun bawang daun sledri tomat secukupnya wortel secukupnya garam secukupnya gulpas secukupnya bubuk kaldu jeruk nipis 
Steak Tenggiri perdana,tenggiri fillet siung bawang putih haluskan jeruk nipis ambil airnya minyak wijen lada garam siung bawang putih haluskan bawang Bombay kecil iris kecap ikan kecap manis saos tiram minyak wijen 
Otak-otak ikan tengiri,ikan tengiri tepung terigu tepung kanji siung bawah putih siung bawang merah batang daun bawang shacet masako rasa sapi butir telur ayam 
Gulai ikan mas kacang panjang,"ekor ikan mas, bersihkan. Beri jeruk nipis dan garam Secukupnya kacang panjang sachet santan instan secukupnya Air bawang merah bawang putih kemiri ketumbar Salam,sereh,daun jeruk,jahe geprek,laos geprek Sedikit minyak untuk menumis secukupnya Gula garam Tambahan bawang merah utuh yg kecil cabe rawit utuh biji asam kandis "
Pindang Serani Ikan Patin,"ikan patin jeruk nipis bawang merah, potong tipis bawang putih, potong tipis ruas jahe, bakar, geprek ruas lengkuas, bakar, geprek ruas kunyit, bakar, geprek batang serai, geprek lembar daun jeruk lembar daun salam ikat daun kemangi tomat merah cabe rawit secukupnya air, garam, gula "
Ikan tongkol bumbu kuning sunda,"ikan tongkol, potong sesuai selera cabe merah cabe rawit/ sesuai selera ruas kunyit ruas jahe butir kemiri siung bawang putih siung bawng merah batang sereh / geprek lembar daun salam buah tomat semuanya di uleg yaaaa "
Gurame saos mangga,ekor gurame jeruk nipis saos tomat saos tiram cabe kriting haluskan ruas jahe bawang bombay wortel mangga muda Gula Garam Larutan maizena 
Spageti Tuna Pedas,"bungkus fettucini/spagetti kaleng tuna buah tomat, buang biji cabe rawit (atau sesuaikan) buah bawang bombay siung bawang putih secukupnya Garam secukupnya Minyak goreng Air untuk merebus secukupnya Oregano/italian herbs Merica bubuk "
Ikan Kembung Goreng Saus Kecap Pedas,ekor ikan kembung goreng siung bawang putih buah cabe besar buah cabe rawit potong kecil (optional) kecap manis bubuk kaldu ayam/sapi kecap ikan lada putih minyak goreng secukupnya Air putih 
Sup Ikan Mujaer,ekor ikan mujaer ruas jari jahe (di geprek) secukupnya Royco ayam merica bubuk bawang bombay minyak untuk menumis batang seledri (iris) batang daun bawang (iris) siung bawang putih garam secukupnya Pala 
Tuna Asam Manis,gram tuna fillet siung bawang putih cincang (untuk rendaman) siung bawang putih (iris tipis) siung bawang bombay (iris tipis) buah cabai merah (iris menyerong) buah wortel (iris tipis panjang-panjang) buah tomat besar saus sambal secukupnya Tepung serbaguna secukupnya Garam secukupnya Merica secukupnya Gula Kaldu ayam bubuk secukupnya (bisa diskip jika tidak suka) tepung maizena (larutkan dengan sedikit air matang) Minyak untuk menggoreng dan menumis 
Lele sambal kemangi delecious,lele daun kemangi bawang merah bawang putih cabe besar cabe kecil tomat terasi royco garam 
Cireng isi tongkol suwir pedas,♚ Bahan cireng gram tapioka/kanji gram terigu gram santan bubuk siung bawang putih parut Secukupnya garam Secukupnya air ♚ Bahan isian Abon sapi/ ayam (me: tongkol suwir pedas) 
Pepes kakap fillet,kakap fillet butir kelapa muda parut Bj cabe rawit merah/setan bj cabe keriting di potong potong Bj bawang merah siung bawang putih butir kemiri secukupnya Garam secukupnya Gula pasir sesuai selera Penyedap rasa Daun salam Lengkuas iris tipis tipis Daun pisang untuk membungkus 
Bandeng kecil bumbu acar,bandeng kecil siung bawang putih siung bawang merah batang cabe merah besar buang bijinya ruas jahe ruas kunyit Kemiri potong setengah sendok teh Ketumbar ruas Laos lembar daun jeruk lembar daun salam sendok teh garam sendok teh gula sachet Masako ayam Wortel batang potong panjang Ketimun batang potong panjang sendok makan Cuka 
Sarden homemade simple,"buah ikan sarden ukuran sedang buah tomat ukuran sedang btr bwg merah siung bwg putih saos sambal/tomat buah jeruk nipis Garam, gula Secukup ny Penyedap Tambahkan cabai jika ingin pedas "
Lele Goreng Renyah,ekor lele Garam Cuka Minyak goreng siung bawang merah siung bawang putih Ketumbar Kunyit 
Tim Ikan Kerapu,"ekor ikan kerapu (ukuran sedang) buah jamur shitake (rendam - jam) Sedikit daun seledri batang Bawang pre, iris serong Jeruk nipis Garam buah cabe merah, buang biji, potong serong jahe, potong lidi siung bawang putih, cincang minyak wijen kecap asin kecap ikan merica siung bawang putih cincang minyak wijen "
Pindang bandeng kecap,ekor bandeng sedang bawang merah bawang putih cabe ruas jahe ruas lengkuas ruas kunyit (sy pake kunyit bubuk) Sereh daun salam (remas) daun jeruk buah tomat sedang Royco rasa ayam 
Lele sambel kemangi terasi,ekor lele besar Tahu Kemangi secukupnya ambil daunya biji Lombok rawit Tomat garam gula Secuil terasi seperlunya Lalapan 
Spageti saus Sarden Balado Keju,Spagethi Sarden rasa Balado dalam kemasan Keju cheddar parut (pakai versi melted pun boleh) siung bawang putih (cincang halus) Jahe (seukuran ibu jari) parut buah Tomat (dihaluskan) Cabai merah (potong serong) buah Jeruk nipis (jika suka) 
Gurame Asam Manis Seadanya,"ekor gurame asap butir cabe rawit siung bawang merah siung bawang putih saos tomat saos cabe kecap manis kecap ikan secukupnya gula,garam,lada,penyedap secukupnya air "
Ikan Tenggiri Pesmol Segar,gram ikan tenggiri (rendam dengan air perasan jeruk nipis dan garam) secukupnya cabai rawit buah tomat secukupnya air perasan jeruk nipis siung bawang merah siung bawang putih batang kunyit buah kemiri 
Ikan tongkol kemangi,"bungkus ikan tongkol Cabe rawit merah dan hijau (sesuai selera) ruas kunyit ruas jahe buah kemiri bawang merah bawang putih ikat daun kemangi batang serai lembar daun salam Secukupnya garam, gula dan penyedap "
Ikan pesmol nila,gram ikan nila bawang merah bawang putih tomat kecil Kemiri Ketumbah ruas kunyit Daun Salam tangkai Sereh cabe merah batang bawang daun 
Mangut Lele (tanpa santan),"ekor lele ruas lengkuas batang sereh lb daun salam buah cabe rawit siung bawang merah siung bawang putih buah cabe merah ruas jahe ruas kunyit (bakar) butir kemiri (sangrai) Garam, gula, penyedap (r*yco) "
Ikan Tongkol Kemangi Kuah Santan,ikan tongkol /pindang tongkol buah terong (saya skip) Tahu (saya ganti dgn tempe) ikat kemangi ruas lengkuas -lembar daun salam sachet santan instan Garam Gula Secukupnya kunyit bubuk (tambahan dari saya) 🍆siung bawang putih siung bawang merah (tambahan dr saya) buah bawang bombai (saya /) buah tomat Secukupnya cabai rawit utuh buah cabai merah besar (saya skip) -buah cabai hijau (saya skip) 
IKAN GURAME SAMBEL JELETOT.... BY. Dapoer Linggar,ekor ikan gurame potong batang sereh geprek lembar daun jeruk buah tomat potong kasar bungkus terasi yang sudah di bakar lalu haluskan Garam Gula pasir blok Kaldu lembar daun salam Minyak untuk menumis buah cabe rawit merah utuh Ruas lengkuas geprek buah cabe rawit merah iris buah bawang putih iris buah bawang merah iris 
Lele Goreng Gurih,lele isi Secukupnya minyak goreng siung bawang putih ketumbar ruas kunyit Secukupnya garam Secukupnya air 
Nila Pedas Manis,secukupnya Garam biji cabe rawit siung bawang putih siung bawang merah potong gula merah kelapa sedikit terasi biji tomat ikan nila secukupnya kecap secukupnya air daun salam siung serai daun jeruk kunir 
Acar Ikan Nila,ekor ikan nila ukuran sedang buah wortel buah timun (saya gapake) butir bawang merah butir bawang putih butir kemiri ruas jahe ruas kunyit ketumbar ruas laos memarkan Daun salam Jeruk nipis buah cabe merah belah Garam Gula Merica Minyak 
Pindang Tongkol Bumbu Tomat,"ekor pindang tongkol tomat, potong"" btr bawang merah, cincang kasar siung bawang putih, cincang kasar cabe rawit mrh, iris bulat kecap manis Garam, gula, penyedap sckpnya "
Roti goreng isi tuna,roti tawar biji telor ayam (kocok lepas) serbuk roti (secukupnya) tuna kaleng siung bawang putih (cincang) siung bawang merah (iris) bowang bombai (iris) buah rawit (boleh gak pake kalo buat anak) (iris) secukupnya lada & garam 
Ikan mas bakar terasi,"ekor ikan mas, di kerat-kerat sendok makan air jeruk nipis sendok makan garam sendok makan air asam jawa sendok makan kecap manis sendok makan minyak sayur untuk menumis butir bawang merah siung bawang putih buah cabai merah besar buah cabai merah keriting buah cabai rawit merah sendok makan ketumbar sendok teh terasi jahe sendok teh garam "
Tuna Tahu Bumbu Merah,"g Ikan tuna buah Tahu berkulit potong dadu (tahu biasa juga boleh asal digoreng dulu yaa setengah matang) siung Bawang putih siung Bawang merah (Sy pakai bawang bombay, karena di sini ga ada) buah Cabe merah (selera) buah Cabe rawit (selera) lembar Daun salam Lengkuas geprek Secukupnya air Gula merah kecap manis Secukupnya Garam Secukupnya Gula merah Secukupnya minyak goreng "
Sup Gurame Honje,Ekor Ikan Gurame Siung Bawang Merah Siung Bawang Putih Tangkai Bunga Honje/ Kecombrang buah wortel Ruas Lengkoas Ruas Jahe Lembar Daun Salam Buah Jeruk Nipis Garam Penyedap Rasa 
Ikan Tongkol Bumbu Kuning,"ekor ikan tongkol ukuran kecil, potong jadi buah jeruk nipis lembar daun salam lembar daun jeruk batang sereh, ambil bagian putih, geprek buah tomat merah, belah secukupnya Garam, gula Merica bubuk secukupnya (skip) Penyedap rasa (optional) Cabe rawit utuh sesuai selera (skip) siung bawang merah siung bawang putih ruas kunyit jahe biji kemiri "
Sarden ABC Masak Kemangi,"kaleng besar sarden abc ekstra pedas genggam daun kemangi buah cabe rawit,potong serong siung bawang merah,iris tipis siung bawang putih,iris tipis buah tomat,potong dadu air minyak goreng Secukupnya garam dan gula pasir "
Tongkol sarden pete uendesss,ekor tongkol / pindang buah tomat kecil sebungkus Pete buah bawang merah siung bawang putih cabe merah cabe rawit Gula / garam secukupnyaa Penyedap rasa (boleh skip) secukupnya Air mateng Minyak untuk menggoreng dan menumis 
Mujaer Bumbu Kuning Kemangi,Ikan mujaer goreng ikat kemangi siung bawang merah siung bawang merah kunyit ketumbar butir kemiri buah tomat potong buah cabe rawit buah cabee merah lembar daun jeruk lembar daun salam batang serai geprek lengkuas geprek secukupnya Gula secukupnya Garam secukupnya Merica secukupnya Penyedap rasa 
Sop Ikan Nila Kemangi,Nila (ukuran sedang) Bumbu Jahe (ruas jahe di geprek) ruang kunyit (haluskan) Lengkuas (ruas di geprek) Serai (di geprek) Bawang merah besar butir iris kasar Bawang putih iris kasar lembar Daun jeruk ukuran sedang Tomat hijau sendok Air asem jawa Daun bawang (iris miring) Cabai seseuai selera (potong miring) Garam (secukupnya) secukupnya Gula putih secukupnya Perasan jeruk nipis secukupnya Air 
Pampis tongkol,gram ikan tongkol kukus batang sereh lembar daun jeruk ikat daun bawang ikat kemangi (Sy ga pake) bwg merah siung bwg putih jahe kunyit cabe merah cabe rawit Minyak untuk memumis secukupnya Garam gula 
Bandeng suwir sambel korek,",ekor ikan bandeng bawang putih cabe rawit secukupnya Garam gula Minyak panas "
Hot Tuna Puffs Super Simple,"kaleng tuna tomat dalam saos pedas lembar puff pastry instan,gula siung bawang putih haluskan tumis sebentar secukupnya keju mozzarela parut oregano buat taburan "
Bali ikan Bandeng,ikan bandeng buah cabai merah besar buah cabai rawit siung bawang putih siung bawang merah Lengkuas Kunyit Jahe lembar Daun jeruk lembar Daun salam batang Serai butir Kemiri 
Pais Patin Banjar,ikan patin Daun pisang biji Tomat biji cabe hijau siung bawang putih siung bawang merah ruas jari kunyit ruas jari laos batang serei garam penyedap buah kemiri 
Nasi goreng tempe salmon,nasi ikan salmon yg sdh di goreng tempe yg sdh di goreng dn di remas kecil garam bawang putih bawang merah sendok mkn minyak goreng cabai bisa tmbhkn klo mau pedes 
Dory Fish Popcorn,lembar ikan Dory jeruk nipis Bahan adonan basah tepung bumbu (ex:sajiku) garlic powder Secukupnya lada Bahan pelapis tepung terigu tepung maizena Secukupnya Kaldu jamur 
Sambal Sarden,"ekor ikan sarden segar -bawang merah cabe merah cabe rawit tomat merah besar Secukupnya garam, gula, bumbu racik sajiku (ikan goreng), air "
Tumis tuna,kaleng tuna bawang bombay iris lembut siung bawang putih geprek iris jahe sedikit daun bawang minyak untuk menumis garam gula kecap asin 
Pecak Lele,lele jeruk nipis secukupnya garam buah cabe merah (sesuai selera) siung bawang merah buah kemiri terasi secukupnya Garam secukupnya Gula pasir 
Ikan Tongkol Suwir Pedas,ekor ikan tongkol secukupnya garam lembar daun jeruk buah jeruk nipis air gula pasir kaldu bubuk seperlunya minyak goreng siung bawang putih buah cabe merah besar butir bawang merah buah cabe rawit merah 
Woku Kepala Tongkol,kepala ikan tongkol dibelah Jeruk Ikan / jeruk sambal Minyak makan untuk menumis sesuai selera penyedap rasa air batang serai digeprek lembar daun jeruk buah bawang merah batang daun bawang siung bawang putih buah cabai keriting buah cabai rawit buah kemiri ruas jari jahe ruas jari kunyit 
Chilli Tuna Puff Kilat Super Yummy,pack Kulit puff instant saya merk.Edo Bahan Isian Kaleng Tuna in oil pedas saya merk Kingfisher siung bawang putih digoreng ambil minyaknya aja secukupnya Boncabe/chili flakes secukupnya Garam secukupnya lada secukupnya Gula butir Telur Rebus potong 
Shirataki Tuna,gram Mie Shirataki Tuna in Oil (Saya pakai merek King Fisher) - karena lagi diskon siung Bawang Putih buah Cabai Merah Keriting buah Bawang Bombay secukupnya Garam Bisa tambah cabai rawit merah biar lebih pedas 
Tumis sarden banten tahu,kaleng sarden banten tahu potong dadu siung bawang putih siung bawang merah buah tomat kecil hijau buah cabe rawit (klo yg skanya pedes iya tambahin lgi cabenya) Penyedap rasa 
Tenggiri Rica Rica,ikan tenggiri Bumbu yg dihaluskan bawang merah bawang putih cabai kriting cabai rawit (kalo suka pedas bisa ditambah) cabai merah besar (kalo tidak ada boleh tambahin cabe kritingnya) lembar daun jeruk lembar daun salam batang serai (geprek) buah jeruk nipis (diperas) Air 
Bandeng Cabe Ijo,"ikan bandeng, bersihkan buah tomat hijau, potong (saya skip) cabe rawit ijo, potong cabe ijo besar, potong cabe ijo keriting, potong air Garam gula lada bawang merah bawang putih butir kemiri jahe "
Acar Gurame Pedas ikan,"ekor gurame ukuran sedang, kerat buah jipang, potong korek api buah wortel.,potong korek api siung bawang merah, potong jd Sepotong jeruk nipis Mix cabe, rawit, hijau, merah, potong jd (sesuai selera) bawang putih ruas jahe ruas Kunyit butir kemiri utuh merica Bumbu pelengkap batang serai, memarkan cuka makan gula pasir garam, (peres) kaldu jamur siung bawang putih, seruas kunyit, garam "
Sup Patin Gurih,"ikan patin jahe, memarkan buah tomat ltr air kecap ikan air jeruk nipis Cabe rawit utuh Garam gula cabe merah besar bawang merah bawang putih "
Tumis ikan kembung,ikan kembung dipotong sachet saos tiram biji bawang putih bawang bombay cabe merah cabe hijau gendot secukupnya penyedap rasa 
Somay ikan tuna,"ikan tuna tepung sagu gram tepung terigu bungkus merica bubuk bungkus penyedap rasa batang daun bawang bawang putih telur labu siam tahu putih kentang kol telur rebus kacang tanah cabe merah cabe rawit bawang putih bawang goreng minyak goreng,gula,garam,penyedap rasa "
Tomyam (jawa) ikan patin sederhana dan praktis,ikan patin potong sesuai selera blimbing wuluh potong jd tomat potong sesuai selera cabe rawit (dihaluskan diutuhkan) cabe merah siung bawang merah siung bawang putih jeruk nipis daun jeruk btg serai ruas laos ruas kunyit ruas jahe tangkai daun bawang merah ltr air secukupnya Garam secukupnya Gula pasir 
Balado ikan cakalang dan telur,ikan cakalang (ekor) btr telur rebus butir jeruk nipis siung bawang merah siung bawang putih buah cabe merah buah cabe rawit merah (sesuai selera) bubuk cabe (optional) daun jeruk Secukupnya terasi Secukupnya gula pasir dan garam 
Pempek Adaan Tenggiri,air siung bawang merah dicacah sendok teh garam halus butir telur sendok teh gula sendok makan tepung terigu gram tepung sagu/tapioka Minyak goreng gram daging ikan tenggiri yg sudah dihaluskan 
Ikan Kembung Sarden,"ikan kembung segar biji tomat siung cabe merah siung bawang merah siung bawang putih secukupnya Saos, sasa, garam, gula "
Salmon panggang oven dengan bayam dan jagung mashed potatoes,salmon kentang ukuran sedang Bayam (secukupnya) Jagung butir (secukupnya) susu putih lowfat butir bawang putih butir bawang merah cabai sedok teh garam 
Asam padeh (asam pedas)patin tahu,Ikan patin ekor potong jd bagian atau sesuai selera Tahu sutra potong sesuai selera Lengkuas cm geprek Sereh geprek Cabe giling halus lebkur sendok makan atau sesuai selera Saya pke cabe giling dr padang udah jelas pedas g perlu rawit lg lembar Daun salam lembar Daun jeruk Jeruk nipis secukupnya Garam Asam kandis siung Bawang merah siung Bawang putih Jahe Kemiri Rawit bwt nmbah padas kalo pke cabe kriting jawa 
Pindang ikan patin,"kl ikan patin cabe merah lembar daun salam ibujari kunyit ibujari jahe secukupnya Laos serai tomat merah ikat daun kemangi siung bawang putih siung bawang merah sesuai selera Garam,gula putih "
Patin Masak Kuning Belimbing Wuluh,ekor ikan patin buah belimbing wuluh siung bawang merah siung bawang putih buah kemiri buah jeruk nipis buah cabe rawit buah cabe merah buah tomat batang Serai digeprek buah laos digeprek kunyit jahe lembar daun salam lembar daun jeruk secukupnya Garam secukupnya Gula secukupnya Penyedap rasa secukupnya Merica secukupnya Air 
Pecak bandeng pedes dower ala bunda nay,ekor ikan bandeng -pc cabe rawit merah siung bawang merah siung bawang putih Setengah ruas jahe Penyedap rasa Gula buah jeruk limo 
Pindang Bandeng,ikan bandeng (saya pilih yg fresh di pasar) siung bawang merah siung bawang putih batang sereh lengkuas jahe lembar daun salam kecap manis (bisa disesuaikan selera) air asam jawa kental garam gula pasir rawit merah buah tomat buah jeruk nipis (untuk melumuri ikan) 
Pepaya tongkol santan bumbu rajang,pepaya muda parut (cuci dgn sedikit garem tiriskan) Ikan tongkol (me pake yg sudah difillet dalam mika) santan kara Bumbu rajang (iris): cabe hijau keriting cabe merah keriting bawang merah bawang putih lengkuas saori tiram Secukupnya gula putih Secukupnya royco ayam irisan gula merah secukupnya Air putih secukupnya Minyak goreng 
Klotok cabe ijo,ekor ikan klotok (goreng lalu suwir) papan tempe iris kotakkecil (goreng sisihkan) siung Bawang putih (iris kasar) siung bawang merah (iris kasar) buah cabe ijo Segenggam cabai rawit (doyan pedes) Rajarasa Kecap manis Royco 
