Title,Ingredients
Sayur tempe mix tahu alaala kari,tempe dari papan--buah tahu--keris pete--buah wortel ukuran sedang--Santan--Bumbu:--bawang merah--bawang putih--kunyit--jahe--butir kemiri--ketumbar--garam--secukupnya Gula--Penyedap rasa saya pakai royco ayam--Bumbu pelengkap:--laja--lbr daun salam--lbr daun jeruk--Minyak untuk menumis bumbu--
Sayur bening BATA JAWO(bayem tahu jagung wortel),ikat bayam petik daunnya--buah jagung muda pipil--tahu putih iris dadu--wortel iris tipis--siung bwg merah--lembar daun salam--secukupnya Gula--secukupnya Garam--secukupnya Air--Penyedap(optional)--
Tahu balado aku,"Tahu kuning (potong dadu)--Minyak--Sasa--Royco--Gula--Garam--""Untuk pemakaian sasa n Royco sebaik nya jangan terlalu banyak.--Salam--Bumbu:--Cabe keriting--Cabe rawit--Bawang merah--Bawang putih--Tomat--"
Sop Tahu Sederhana,Bahan isian:--tahu putih potong dadu--secukupnya Kol--secukupnya Wortel--sosis ayam potong² serong--makaroni rebus--Seledri--Daun bawang--secukupnya Merica--siung bawang putih--siung bawang merah--Gula--Garam--Kaldu ayam bubuk--Bumbu sop²n:--kapulaga--cengkeh--secukupnya Kayumanis--bunga lawang--Pelengkap:--butir telur rebus diiris tipis--sesuai selera Cabe rawit utuh--Jeruk--Bawang goreng--
"Tumis sawi, tahu cambah,","Sawi putih 6lebar--Cambah, tahu putih--Tomat, bawang merah,putih cabe, sereh,--Bumbu halus kemiri 3butir,jahe iris, kencur iris, air,--"
"Tumis kacang panjang,udang,tahu",ikat kacang panjang (saya beli 1000)--kotak tahu--udang--cabai merah besar--cabai merah kecil (klo tdak suka pedas bisa dikurangi)--bawang merah--bawang putih--butir kemiri--buat tomat--saori saus teriyaki--secukupnya Garam--secukupnya Gula--secukupnya Penyedap rasa--
Tahu Crispy Cabe Garam,"Tahu, potong dadu agak besar--Tepung Bumbu Serbaguna--bonggol Bawang Putih, cincang--Cabe Rawit, potong(bs ditambah/dikurangi)--batang Bawang prei, iris serong--secukupnya Garam+Merica+Kaldu ayam bubuk (optional)--1-Butter/Margarin--"
Perkedel Tahu,buah tahu sutra--butir telur--siung bawang merah--siung bawang putih--secukupnya ketumbar bubuk--secukupnya daun bawang--secukupnya garam--
Tahu kuah kuning simple,"potoh tahu (belah 2)--daun salam--Garam, gula, penyedap rasa secukup nya--buah bawang merah--buah bawang putih--Cabe merah--buah kemiri--secukupnya Kunyit, kencur--Tomat--"
Martabak Tahu Kulit Lumpia,Lembar Kulit Lumpia--Buah Tahu Putih--Batang Daun Bawang (Iris Halus)--Batang Daun Seledri (Iris Halus)--Butir Telur--Tepung Terigu + Air (sebagai lem kulit lumpia)--Secukupnya Minyak Goreng untuk menggoreng--Buah Bawang Merah--Siung Bawang Putih--Bungkus Lada/ Merica Bubuk--Secukupnya Garam--Secukupnya Gula--
Tahu isi soun,buah tahu mateng/isi--bks soun--batang daun bawang--royko ayam--Minyak goreng--Tepung bakwan--tepung beras--
Kikil tahu sambal,kikil--buah tahu putih/ tahu kuning--buah cabai merah--siung kecil bawang putih--siung bawang merah--buah cabai hijau--buah tomat--secukupnya Garam--secukupnya Air--Minyak untuk menggoreng--
Asinan tahu melotot,"butir tahu putih uk kecil--butir telur--terigu--bumbu halus--siung bawang putih--secukupnya ketumbar,merica,garam,penyedap.sesuai selera--bumbu asinan--butir cabai rawit--butir cabai merah kriting--gula putih--siung bawang putih--air panas--buah asam--secukupnya garam--"
Pepes Tahu Pedas,1-kotak tahu--🌸Bumbu Halus :--buah Bawang Merah--buah Bawang Putih--buah cabe merah--buah cabe kecil (selera)--buah Kemiri--terasi--gula merah--merica bubuk--Secukupnya garam gula--🌸Pelengkap:--lembar daun jeruk (iris lembut)--Secukupnya daun pisang--
Daun Singkong Pepes Udang Tahu #praktis,"★ bumbu halus--siung bawang merah--siung bawang putih--cabe merah--cabe rawit--ruas jahe--ruas kencur--ruas laos--Secukupnya gula, garam, lada--★ bahan isi--daun singkong, rebus--kotak tahu putih, lumat--udang kecil2--teri nasi--butir telor--batang serai, iris2--lembar daun jeruk, iris2--Secukupnya garam dan kaldu bubuk--Daun pisang--"
"Tahu Aci ala""","potong Tahu kuning (potong sesuai selera)--gram Tepung sagu (aci)--gram Tepung terigu--Secukupnya daun bawang (iris)--siung bawang putih (ulek)--Secukupnya ketumbar bubuk--Garam (penyedap rasa)--Air mendidih (kira"" aja)--"
Tahu sumpel/tahu isi sayuran,pcs tahu coklat/goreng--bungkus toge--buah wortel--Secukupnya daun bawang(potong2)--Bumbu tumis untuk isi tahu :--buah cabai rawit merah--siung bawang putih--siung bawang merah--Lada bubuk--Garam--Penyedap rasa--terigu--Minyak untuk menggoreng--Bumbu halus untuk adonan luar :--siung bawang putih--ketumbar--Kunyit(jangan terlalu banyak untuk warna kuning saja di adonanya)--
Sayur nDeso (Sayur Tahu Cabe Ijo),"potong tahu putih, rebus lalu potong2--papan tempe, potong kecil2--papan pete, kupas--santan dari setengah butir kelapa--liter air--Bumbu tumis:--bawang putih, iris tipis--bawang merah, iris tipis--bawang bombay, iris2--cabe rawit, iris serong--cabe ijo, iris serong--lembar daun salam--Bumbu:--garam--gula--sachet royco--"
Tempe & Tahu Bacem,Tempe papan potong 6--tahu putih--liter air--daun salam--kecap manis--gula merah sisir--Garam--Merica--bawang merah--bawang putih--ketumbar--secukupnya Minyak goreng--
Martabak isi tahu pedas,"lembar kulit lumpia(beli jadi)--buah tahu cina--Secukupnya daun bawang(potong2)--buah cabai rawit merah(potong2)--Penyedap rasa--butir telur(kocok,untuk merekatkan kulit lumpia)--Garam--"
Tahu mahkota / tahu bihun,buah tahu putih besar--bungkus bihun jangun isi 2--butir telur--buah wortel ukuran sedang--Daun bawang dan seledri secukup nya--#Bumbu halus--bawang bombay--buah bawang putih--Lada secukup nya--Royco (bila mau)--Garam + gula secukup nya--#Bahan balutan--Terigu cair kan dengan air kirabisa buat celupan--Tepung panir--
Oseng Tahu Taoco,"bj tahu yang kcl--sdk mkn taoco--Cabe merah,cabe ijo,bs ditamrawit jk suka pedas,--siung bawang merah--siung bawang putih--Kecap manis--"
Tahu Tepung Goreng,bungkus tahu--tepung terigu--siung bawang putih--Kaldu rasa sapi dan garam (sesuai selera)--Air mineral--
Ote² tahu taoge,buah tahu--genggam taoge--butir telor--bungkus tepung bumbu saj*ku--garam--
Tahu Nagih,Tahu putih--sendok Saos tiram--sendok kecap asin--buah bawang bombai--secukupnya Gula--secukupnya Garam--siung bawang merah--siung bawang putih--buah cabe rawit--secukupnya Terasi--
Tahu Cabe Garam,"kotak tahu putih--tepung serbaguna (aku pake sajiku)--siung bawang putih, cincang--cabe rawit, iris tipis (sesuai selera)--daun bawang (secukupnya)--garam--gula--"
Tahu Aci,buah tahu putih--lingkaran Kol--tepung tapioka (aci)--tepung terigu--Daun bawang--Seledri--sachet masako--secukupnya Ladaku--Sedikit garam--secukupnya Air--
"Semur Ati Ayam, Telur Puyuh, Tahu","buah ati ayam, cuci bersih--Butir telur puyuh, rebus lalu kupas--buah tahu, potong melintang lalu goreng (jangan terlalu kering)--buah tomat, potong-potong--buah sereh, ambil putihnya, geprek--buah daun salam--lengkuas geprek--minyak goreng--secukupnya Kecap manis--secukupnya gula merah, garam, lada--secukupnya air--siung bawang merah--siung bawang putih--jahe--kunyit--butir kemiri--buah cabai keriting--"
Pepes Tahu Kemangi,"tahu putih--genggam daun kemangi, cuci, tiriskan--secukupnya Garam--Kaldu bubuk (sy pakai masako)--Daun pisang--Tusuk gigi--Secukupnya daun salam--btg serai, putihnya saja, iris2--siung bawang merah--siung bawang putih--cabe merah keriting--cabe rawit merah--"
Jangan Tempe Tahu,Tahu potong menyerong--Tempe potong kotak--Pete--Udang papay--Santan--Garam--Gula--Penyedap--Minyak goreng untuk tempe tahu--Bumbu halus--butir Bawang merah--butir Bawang putih--secukupnya Cabe--Kunyit--Jahe--Ketumbar--Kemiri--Terasi--Pelengkap--Daun salam--Daun jeruk--Lengkuas--
Tahu Goreng Telur Simple,"Tahu putih (potong sesuai selera, jgn terlalu tipis)--butir telur--Garam dan ladaku--Olive oil / Canola oil--"
Tahu telur beujeUkkkk (hancur)versi sundaan,o ptong tahu.mau yng putih/kuning tergantung selera yh kaka2--butir telur.lebih bnyak lebih mantaaapppp--Daun kemangi sekucupnya--siung Bawang merah&putih.masing2--Tomat serta cabe merah. juga sesuaikan sma selera masing2--Gula putih.garam.dan penyedap rasa--Minyak goreng--
Semur tahu kecap daun bawang,kotak tahu putih--siung bawang merah--siung bawang putih--butir kemiri--ruas jahe--batang daun bawang--lembar daun jeruk--lembar daun salam--Lengkuas--garam--merica bubuk--ketumbar bubuk--kunyit bubuk--gula pasir--kecap manis--Sedikit royco--Secukupnya air--Secukupnya minyak goreng--
Martabak Tahu,"buah tahu cina putih--buah wortel ukuran sedang--lembar kulit lumpia--batang daun bawang, tadi saya lembar daun bawang yg hijaunya saja--buah bawang merah iris--buah bawang putih iris--lada--garam--gula pasir--masako sapi--tepung terigu--Minyak sayur secukupnya untuk menumis--"
Tahu Tumis Sawi Saori Deva,Balok Tahu--Ikat Sawi--Sachet Saos Tiram (Saori)--Sachet Royco (Sapi)--buah Cabe rawit--Siung Bawang Merah--Siung Bawang Putih--Secukupnya Garam--Secukupnya Gula--Aer--
Tahu telor malang sederhana,buah telor ayam--potong tahu putih--genggam daun bawang muda--genggam tauge--👉 bumbu kacang--genggam kacang tanah yg sdh digoreng--siung bawang putih goreng--buah cabe rawit--terasi--secukupnya kecap--
Kari tahu dan telur,Tahu 6/7buah (potong mnjd segitiga)/sesuai selera--buah Telur--buah Kara--secukupnya Bumbu kari indofood--lembar daun salam--Sereh--jempol Laja(laos)--lembar daun jeruk--gula--garam--kemiri--bawang putih--kunyit--bawang merah--cabe merah besar (sesuai selera)--Cabe rawit (sesuai selera)--
Tahu Crispy,"potong Tahu kuning (potong dadu kecil, kukus bentar)--° Adonan basah :--Tepung bumbu Sasa--Sedikit lada bubuk--Sedikit Ketumbar bubuk--Air secukupnya (adonan tdk trlalu kental/encer)--° Adonan kering :--sachet kecil Tepung bumbu Sasa--Tepung maizena (boleh skip)--Sedikit lada bubuk--Kaldu bubuk/garam--"
Kupat tahu (tanpa kupat),"potong tahu goreng, potong-potong--potong tempe goreng, potong-potong--genggam taoge, kukus--lembar kol, iris tipis--buah tomat, iris--Secukupnya bawang merah goreng--siung bawang putih--lembar daun jeruk--Secukupnya cabai--Secukupnya gula jawa--Secukupnya garam--sambal kacang kemasan (saya pakai bumbu gado-gado)--Secukupnya kecap manis--"
Sapo tahu saus telur asin,buah sapo tahu d potong cm--buah kuning telur asin di haluskan--siung bawang putih di geprek dan cincangkecil2--daunbawang d potong kecil--sendok minyak untuk menumis--5-sendok makan Mentaga--
Oseng Tahu Campur,"potong Tahu kuning (potong dadu kecil)--Semangkuk Jamur Tiram suwir--Semangkuk Tauge (bersihkan)--bj Pentol Bakso (sy pentol uk kecil2)--Daging ayam (sy bag.dada, sy iris dadu)--btg Daun Bawang iris--bj Cabe merah keriting iris serong--bj Cabe rawit iris serong--sesuai selera Gula, garam, lada bubuk, kaldu bubuk--1-Kecap manis Bango--secukupnya Air--° Bumbu uleg :--siung Baput--siung Bamer--bj Kemiri--"
Tahu aci walik crispy ekonomis,tahu goreng segitiga--tepung sagu--tepung terigu--air panas--Irisan daun bawang--Secukupnya penyedap (royco)--bawang putih--bawang merah--btr kemiri--lada--ketumbar--garam--ebi kering--
Tumis sawi + tahu simple,sawi--Tahu gembos (selera boleh banyak)--sachet saori saos tiram--bawang putih--bawang merah--tomat kecil--cabe besar (potong miring)--cabe rawit (selera kalo mau pedas)--Penyedap rasa--Garam--Gula--secukupnya Ladaku--Minyak sedikit untuk menumis--
"Mangut Ikan Asap, Tahu, Telur puyuh #menuanak","ikan asap--butir telur puyuh kupas--potong tahu, potong jd 2(sy kukus dl)--sachet santan kara kecil--minyak goreng--garam--gula pasir--kaldu jamur--baput, bamer--Seruas kencur--Seiris kunir--butir kemiri--terasi--Bumbu tambahan :--lembar daun salam--Lengkuas 3cm, memarkan--lembar daun jeruk--"
Bihun tahu kuah,bungkus bihun (me : bihun jagung)--buah tahu potong kotak kecil--Pakcoy--Daun bawang--Bumbu--buah bawang putih--Garam--Merica--Penyedap--Tomat--Cabe rawit--
Batagor tahu bumbu kacang,buah tahu (iris kotak kecil kecil)--tepung terigu--tepung tapioka--butir telur--siung bawang putih (haluskan)--secukupnya Merica--secukupnya Garam--secukupnya Penyedap rasa--baking powder (larutkan dengan air)--Bahan bumbu kacang:--kacang (goreng terlebih dahulu)--siung bawang putih--sesuai selera Cabai rawit--Gula--Garam--Penyedap rasa--Perasan jeruk nipis--Kecap manis--
Terik tahu tempe labu siam jipang,daging sapi sambelan--buah labu siam jipang potong2--papan tempe potong2--buah tahu--lembar daun salam--secukupnya Bawang goreng--mangkok santan--liter air--siung bawang putih--siung bawang merah--Garam.gula--merica--secukupnya Laos.jahe.kunyit--butir pala--
Tahu Orak Arik Cabe Garam,"buah tahu (hancurkan)--telor (kocok lepas)--buah cabe merah--buah cabe rawit--bamer, baput--Merica, garam sckpnya--"
Asam manis Udang tahu,udang--tahu cina--bawang bombay besar--baput--cabe kriting--tomat besar--sendok saus tiram--sachet saus sambal--Gula sckupnya--Garam scukupnya--
Bakwan Tahu Sayur Campur,buah tahu--Wortel--Touge--Daun Bawang--Daun Sop--siung bawang putih--siung bawang merah--butir telur--Tepung Bumbu--Minyak Goreng--Masako--
Tumis caisin tahu,secukupnya Caisin/pakcoy--Tahu putih--bks royco ayam--buah tomat--buah cabe merah--siung bwg merah--siung bawang putih--
Rolade Tahu Pedas,Buah tahu cina ukuran besar--Butir telur--Siung bawang merah--Siung bawah putih--Buah cabe rawit--Buah bawang bombay--secukupnya Penyedap rasa--secukupnya Garam--tepung terigu--Minyak untuk menggoreng--Pelengkap:--Telur Dadar--
Tim Tahu,kotak tahu putih besar--sesuai selera cabai--buah tomat--jamur merang (potong kecil)--batang petai (sesuai selera)--siung bawang merah iris tipis--butir telur--batang daun bawang--secukupnya garam dan kaldu jamur--
Tahu Dangdut,"tahu putih, potong dadu--cabe rawit hijau, diiris"" bulat--kecap manis--saus tiram--merica bubuk--Garam, gula dan penyedap sckpnya--tepung maizena larutkan dgn sedikit air--air--cabe hijau besar--cabe rawit hijau--siung bawang putih--"
Tahu ayam udang,Tahu cina putih--udang dikupas--dada ayam tanpa tulang--sedikit Daun bawang--tepung sagu/tapioka--Garam--Lada--Penyedap--siung bawang merah--siung bawang putih--
Sop Tahu Fantasi,"tahu putih haluskan--daging ayam cincang--butir telur--buah wortel, parut--batang daun bawang--buah bawang putih, haluskan--lada halus--kaldu bubuk secukupnya (boleh diskip)--btr telur puyuh mentah--"
Sop Tahu Simple,kotak besar tahu putih--plastik kecambah/taoge--ikat sawi hijau--siung bawang putih--siung bawang merah--secukupnya Garam--secukupnya Lada--secukupnya Kaldu bubuk ayam--secukupnya Air--Bawang goreng--
Sayur Oseng Buncis Tahu,Buncis--Wortel--Touge--Garam--Gula--Masako--siung bawang putih--siung bawang merah--Minyak Goreng--buah Tahu pilihan--
Semur Kecap Tahu Telur,tahu putih (potong segitiga)--butir telur (rebus)--ruas kayu manis--kapulaga--bunga lawang--lembar daun salam--butir kemiri--siung bawang merah--siung bawang putih--ruas jahe--ruas laos--merica--pala bubuk--Sejumput adas manis--ketumbar--cengkeh--gula pasir--garam--Penyedap masakan (optional)--Kecap manis--Air mineral--Minyak sayur--
Gulai pakis tahu ikanasin,Tahu (tahunya seh yg gede)--ikat pakis--ons ikanasin--Santan (aq seh beli kelapa parut meres sendiri)--secukupnya Garam--Bumbu halus: (sesuai selera seh)--cabe merah--cabe rawit--siung bawang merah--siung bawang putih--kunyit--jahe--lengkuas--Tambahan numisnya:--daun salam--daun kunyit--daun jeruk (klo mau pake)--serei (gepreknya)--
Tuna Tahu Bumbu Merah 🐟,"🐟 Bahan Utama:--g Ikan tuna--buah Tahu berkulit potong dadu (tahu biasa juga boleh asal digoreng dulu yaa setengah matang)--🐟 Bumbu Halus:--siung Bawang putih--siung Bawang merah (Sy pakai bawang bombay, karena di sini ga ada)--buah Cabe merah (selera)--buah Cabe rawit (selera)--🐟 Bumbu Pelengkap:--lembar Daun salam--Lengkuas geprek--Secukupnya air--Gula merah--kecap manis--Secukupnya Garam--Secukupnya Gula merah--Secukupnya minyak goreng--"
Tahu rambutan,tahu putih--tepung terigu serbaguna--siung bawang putih--garam--Gula pasir--merica /lada bubuk--royco ayam--butir telur puyuh--secukupnya Minyak goreng--
Sup tahu pedas,"udang kupas--buah tahu putih, potong ukuran besar--lembar kol--bungkus soun ukuran kecil, rendam air panas sebentar--helai daun bawang, potong2--buah tomat, potong2--air--Bumbu:--siung bawang putih, geprek & iris tipis--siung bawang merah, iris tipis--buah bawang bombay, iris--bubuk cabai--kecap ikan--Secukupnya garam--Secukupnya gula--merica--Secukupnya jeruk nipis--"
Opor Ayam Tahu,"ayam broiler, kukus--buah tahu, potong segitiga--siung bawang merah--siung bawang putih--butir kemiri--ruas lengkuas--ruas kunyit--lembar daun salam--batang serai--lada bubuk--ketumbar bubuk--secukupnya garam, gula dan kaldu jamur--sachet santan instant--minyak utk menumis--"
Tahu cabe garam,tahu putih besar--cabe rawit merah (iris)--siung bawang putih (iris)--siung bawang merah (iris)--penyedap makanan (masako)--secukupnya minyak goreng--tepung bumbu serbaguna--
"Semur Ayam, Tahu, Kentang",Sayap ayam--buah kentang sedang--kotak besar tahu (potong sesuai selera lalu goreng)--siung bawang putih--siung bawang merah--secukupnya Merica--secukupnya Garam--secukupnya Gula--secukupnya Kecap--secukupnya Air--butir lombok (sesuai selera)--
Tongseng ayam tahu,ayam dipotong kecil2--tahu dipotong kotakdan digoreng matang terlebih dahulu--santan (me: kara plus air)--bt daun sereh--siung bawang merah--siung bawang putih--cabe merah--cabe rawit (bs dikurangi utk yg tdk suka pedas)--kemiri--secukupnya Garam--secukupnya Gula--Penyedap rasa--
Kothok Pindang Tahu,Bahan :--keranjang ikan pindang--bungkus tahu kuning--sachet santan kara--siung bawang merah--siung bawang putih--buah cabai rawit--buah cabai merah besar--jempol jahe--jempol kunyit--
Tumis tahu kacang panjang,ikat kcg pnjag uk.kecil (mgkin skitran kcg pjg diptong2)--buah tahu putih (potong kotak)--genggam kcambah besar--siung bamer--siung baput--cabe rawit--saos tiram--secukupnya Garam gula--
Bakwan tahu teri nasi,tahu putih (haluskan)--butir telor--bungkus tepung bakwan merek sajiku--batang daun bawang--bungkus teri nasi--
Tahu Aci khas Slawi/Tegal,buah tahu kuning--tepung sagu--tepung terigu--batang daun bawang(iris tipis)--Secukupnya air panas--siung bawang putih--ketumbar--Secukupnya garam--Secukupnya penyedap(opsional)--
