Title,Ingredients
Sayur asem kacang merah daging sapi,kacang merah daging sapi siung bawang merah siung bawang putih buah cabe merah butir tomat Asam jawa Batang daun bawang Gula merah Garam Sedikit bumbu masak lembar salam 
Orak arik telur daging sapi,Daging sapi Bawang putih bungkul cincang halus Telur biji kocok beri sedikit garam Minyak wijen Penyedap rasa 
Se'i Sapi Khas Kupang,"daging Se'i Sapi siung Bawang merah siung Bawang putih Bawang Bombay buah cabai rawit (sesuai selera) buah cabai merah keriting (sesuai selera) ikat kecil kemangi, siangi buah tomat secukupnya lada bubuk secukupnya saos tiram secukupnya kecap manis sedikit minyak goreng secukupnya garam secukupnya gula secukupnya air "
Beef steak saus jamur,daging sapi kentang buah buncis buah wortel Marinated Secukupnya merica bubuk Secukupny lada hitam Bikin saos steakny mentega ons jamur kancing buah bawang bombay saus tiram Secukupnya penyedap rasa Secukupnya gula tepung maizena Secukupnya garam 
Tumis Daging Sapi,"daging sapi bawang bombay siung bawang putih ruas jahe cabe ijo besar cabe ijo keriting saus tiram garam, gula pasir, merica bubuk kecap manis kecap asin minyak wijen "
Bola-Bola Kornet Sapi,kaleng kornet sapi (merk kornetku) sachet tepung bakwan (pake nya) Minyak 
Sayur sop daging sapi no MSG no Gula,daging sapi (potong kotak) sesukanya wortel buah kentang sesukanya kol seledri bawang daun buat tomat besar merica butir ulek bawang merah (sesukanya) siung bawang putih (geprek) secukupnya garam air matang 
Beef teriyaki,daging sapi tanpa lemak sachet saori teriyaki kecap minyak wijen kecap asin bw putih cincang ruas jahe cincang bw bombay Cabe hijo buat cantik 
Asem asem daging sapi,"daging sapi, cui lalu potong kecil gram buncis poton buah wortel, kupas lalu potong potong buah tomat iris Bumbu Asam jawa secukupnya sampai didapat rasa asam yg diinginkan siung bawang merah iris siung bawang putih iris bawang bombay iris buah cabai hijau besar iris buah cabai merah keriting iris lembar Daun salam Laos geprek Kecap manis Garam Gula Penyedap rasa "
Spicy Beef Teriyaki (uenakk),sapi lulur dalam (di iris agak tipis) selera Cabai rawit buah bombay (ukuran sedang) buah daun bawang/pere mentega madu siung bawang putih (parut) jahe (parut) mirin (tidak ad boleh skip) -saus/kecap teriyaki garam gula merica bubuk 
Steak sapi parud keju,Bagian has sapi potong ukuran ketebalan inchi secukupnya Ketumbar secukupnya Lada hitam siung Bawang putih secukupnya Garam / penyedap / kaldu jamur secukupnya Air Delmonte saus tomat Delmonte saus cabe Bawang putih iris siung Bawang Bombay iris secukupnya Garam / penyedap / kaldu jamur secukupnya Air sesuai selera Tepung maizena sesuai selera Keju parutan Brokoli Jagung Wortel 
Lumpia isi daging sapi & kol,bongkol kol iris halus daging sapi giling batang daun bawang iris halus minyak goreng air Kulit lumpia Putih telor Merica Garam bawang merah bawang putih minyak goreng untuk goreng lumpia 
Beef black pepper,gram daging sapi has dalam (iris) buah bawang bombay (potong kotak) buah paprika hijau (potong kotak) siung bawang putih (geprek & cacah) lada hitam kasar kecap manis saus tiram sesuai selera Gula & Garam 
Oseng Tetelan Sapi,tetelan sapi air daun salam secukupnya Garam secukupnya Gula Minyak goreng secukupnya untuk menumis cabe merah keriting cabe rawit merah (boleh ditambah kalo mau lebih pedas) bawang merah 
Tongseng sapi,gram daging sapi santan (kara) gram kubis buah tomat bawang merah bawang putih buah kemiri buah cabe rawit gula merah 
Soto Daging Sapi Lobak& Wortel,"Daging Sapi Buah Wortel kupas, iris bulat tipis Buah lobak kupas, iris bulat tipis Batang sereh memar'kan Batang Daun Bawang iris halus Batang Daun Seledri iris halus Garam secukup'nya Gula Pasir secukup'nya Air Bawang Goreng Minyak Sayur ~Bumbu Halus~ siung Bawang Merah siung Bawang Putih Merica butiran "
Tumis buncis cah daging sapi,baby buncis daging sapi giling siung bawang putih air minyak untuk menumis saus tiram sejumput gula lada bubuk garam 
Kornet Sapi,kaleng Kornet Sapi (ukuran sedang) Tepung Terigu buah Telor Ayam Lada Bubuk Garam Masako 
Bakso Sapi,"daging sapi tanpa lemak es batu/ice cubes btr putih telur tapioka nutrijell/agarplain bawang putih goreng, haluskan bawang merah goreng, haluskan lada bubuk garam gula pasir kaldu bubuk "
Bakso Sapi & Udang cah Paprika,"butir bakso sapi dibelah dua Udang merah kupas buah Paprika ukuran medium iris kasar Tomat buah (beef steak tomato) iris kasar siung Bawang putih iris halus Bawang Bombay ukuran besar Angciu (arak china) Saus Tiram Saus Sambal ABC Saus Tomat Kecap ikan Royco rasa sayuran batang Daun Bawang iris kasar cup Air matang Sejumput Garam Cabai kering (bila suka),Minyak Goreng "
Sukiyaki beef enoki dan tahu,"lembar daging beef slice (sy beli di supermarket yg sdh slicean ya) pack jamur enoki, potong bagian bawahnya kotak tahu kuning saos tiram kecap manis Secukupnya garam, gula, kaldu jamur, merica Secukupnya air siung bawang putih buah bawang bombay "
Sop Tulang Sapi (sederhana),tulang sapi .air ruas jahe buah pala buah wortel secukupnya Lada bubuk Garam Penyedap rasa sapi Daun bawang Irisan cabe rawit Bawang goreng Jeruk nipis 
Semur daging sapi,"daging sapi (me : ) secukupnya Garam dan gula pasir secukupnya Kecap asin, kecap manis buah kentang, potonggoreng (me : buah) butir bawang merah (me : butir) siung bawang putih (me : siung) buah pala (buah pala) merica "
Bistik Rolade Sapi,stik rolade sapi/ayam (potong) bawang bombay (iris) sendok makan kecap asin (saya sdm) saos sambal (saya sdm) sachet saos tiram secukupnya Air kecap manis (saya sdm) secukupnya Gula pasir Bumbu halus ; (saya dipotong) siung bawang merah siung bawang putih lada bubuk Secukupnya garam Wortel (rebus) Buncis (rebus) Kentang (goreng) 
Mie Goreng Sapi Brokoli,"Mie telur kering Cap Burung Dara gram daging sapi cincang brokoli buah kemiri, haluskan bubuk ketumbar secukupnya Lada secukupnya Kecap manis secukupnya Kecap asin saus tiram siung bawang putih siung bawang merah "
OVERNIGHT SOFT BUN ROTI ISI BAKSO SAPI sistem biang,Bahan biang (bikin kirajam sebelum)tepung cakra air hangat kuku ragi instan tepung cakra tepung segitiga ragi gula pasir butir telur utuh kuning telur susu cair butter garam bungkus kornet sapi original/ daging sapi cincang bawang bombay iris tipis butir bawang merah iris kasar helai daun bawang iris tipis (boleh skip) Kecap manis Saos tiram Kecap asin Merica Gula garam Minyak wijen bread crumb Putih telur 
Lidah Sapi Cabe Hijau,"Lidah Sapi (iris tipis), nggak tau brp gram buah Bawang Bombay ukuran kecil siung Bawang Merah siung Bawang Putih buah Cabe Hijau Besar buah Cabe Hijau Keriting Garam Kecap Saus Tiram "
Beef Yakiniku ala RHpawonalit,"daging sapi sengkel, bekukan iris motong serat tipis bawang bombay, iris panjang btg asparagus potong serong, bisa diganti daun bawang minyak untuk menumis siung bawang putih cincang halus jahe, cincang halus kecap asin kecap manis gula pasir lada bubuk minyak wijen air kaldu sapi (kaldu bubuk air) secukupnya Ekstra air agar berkuah "
Rendang Daging Sapi Kentang,"daging sapi, potong potong santan encer santan kental lmbr daun jeruk btg sereh, memarkan buah kentang, kupas, potong Bumbu Halus ons cabe merah kunyit siung bawang merah siung bawang putih lengkuas Secukupnya garam dan gula "
"Sayur Nangka Kelapa Sengara, iga sapi...enakkk",mangkok sayur nangka muda yg telah di rebus stengh kilo iga sapi yg telah di potong seruas lengkuas geprek batang sereh gwprek lembar daun jeruk lembar daun salam btr cengkeh buah pala..pecah jd bagian boleh jg pake pala bubuk seruas kayu manis butir kelapa parut. bagi dua bagian bagian pertama sengara sampai harum lalu haluskan bagian kedua di buat santan bawang merah bawang putih ruas kunyit stengh sdkt teh merica buah cabe keriting ruas jahe buah sereh ambil pthnya sdkt ketumbar 
Beef Yakiniku,"gram daging sapi has iris tipis bawang bombay iris tipis buah bawang putih iris buku jari kelingking jahe peprek buah paprika hijau / merah kali ini saya pake yg merah adanya di kulkas itu doang heheh, iris kaldu dashi soy sauce gula pasir Sejumput lada bubuk olive oil "
Sop daging sapi rempah,daging sapi buah kentang ukuran sedang buah wortel ukuran sedang buah buncis secukupnya Kol batang seledri batang daun bawang garam gula bks royco ayam Bawang goreng untuk taburan siung bawang putih lada putih jintan cengkeh (buang ujungnya) kapulaga batang kayu manis pekka lembar daun salam (diremas) lembar daun jeruk (diremas) batang serai (memarkan) ruas lengkuas (geprek) ruas jahe (geprek) 
Daging sapi lada hitam simple,Daging sapi Paprika merah Paprika hijau Cabai merah besar Bawang bombay siung Bawang putih Kecap Kecap asin secukupnya Royco sapi Lada hitam secukupnya Minyak goreng secukupnya Garam secukupnya Vitsin Air setengah cup aqua gelas 
Empal serundeng daging sapi,"kilo daging sapi lembar daun salam lembar daun jeruk asam jawa, rendam pakai air butir kelapa muda parut ruas jahe digeprek air untuk merebus daging Bumbu Halus buah cabe keriting buah bawang putih ketumbar jinten ruas lengkuas ruas jahe batang serai garam gula merah (saya pakai bulet kecil) "
Beef Mushroom Puff Pastry,Kulit Puff Pastry siung bawang putih buah bawang bombay daging sapi cincang Jamur saus tomat gula bubuk pala Secukupnya garam dan lada 
Cah kangkung sapi,ikat kangkung daging sapi gelas kecil air Bumbu siung bawang putih siung bawang merah biji cabai (sesuai selera aja ya) sendok makan kecap manis Lengkuas Daun salam Garam Minyak 
Tongseng daging sapi by adilly_kitchen,daging sapi buah kol (iris kasar) batang daun bawang (iris kasar) bngks santan kara siung bawang merah siung bawang putih butir kemiri ketumbar ruas jari kunyit buah cabe merah kecap manis garam gula bnkgs ladaku ruaslengkuas (geprek) batang sereh (geprek) -buah cabe rawit merah (sesuai selera) ruas jahe (geprek) 
Tumis kulit sapi,kulit sapi siung bawang merah siung bawang putih ruas jahe ruas kunyit butir kemiri sendok garam sendok penyedap rasa sendok gula pasir sendok merica bubuk lembar daun salam lembar daun jeruk buah cabe ijo buah cabe merah buah tomat hijau 
Tongseng Sapi Empuk,daging sapi (potong kecil) buah bawang bombai (iris tipis bentuk setengah lingkaran) L air minyak untuk menumis siung bawang merah siung bawang putih jahe ketumbar buah kemiri kunyit bubuk (atau cm kunyit segar) buah sereh lembar daun jeruk lembar daun salam buah cabai rawit (tusuk bagian tengah atau iris) kaldu sapi bubuk Secukupnya garam Bahan Topping (per porsi): lembar daun kobis (iris tipis) buah tomat ukuran kecil (potong tebal) lembar daun bawang (iris tebal memanjang kecap manis Bawang goreng untuk taburan (opsional) 
Asem Pedes Iga Sapi,Iga Sapi Air Bersih siung Bawang Putih siung Bawang Merah ruas jari Kunyit ruas jari Lengkuas ruas jari Jahe lembar Daun Jeruk batang Sereh biji Cabai Merah Besar -biji Cabai Rawit Merica Bubuk buah Tomat / Blimbing Wuluh Gula Garam Penyedap Rasa 
Rendang daging sapi istimewa,"daging sapi, iris memotong serat kentang, kupas potong dadu santan encer santan kental kelapa parut sangrai, haluskan siung bawang merah siung bawang putih kunyit, kupas jahe, kupas ggm cabe kering, rendam cengkeh ketumbar bj kemiri lengkuas, kupas geprek btg serai, ambil tengahnya geprek bunga lawang daun salam daun jeruk gula merah gula pasir garam masako sapi "
 Sambal Goreng Hati sapi dan tempe,hati sapi papan tempe Haluskan buah cabe merah besar (suka pedas bisa tambah rawit) siung bawang merah siung bawang putih butir kemiri sangrai lengkuas lembar daun jeruk buah tomat Secukupnya himsalt / sea salt Bahan C ; Bombay kecil cincang lembar daun jeruk batang sereh geprek santan kental 
Rawon daging sapi,daging sapi campur tetelan sedikit air keluwek siung bawang merah siung bawang putih buah kemiri ketumbar ruas jahe ruas kunyit ruas lengkuas jinten lada halus Secukupnya Garam gula lembar daun jeruk batang sereh lembar daun salam Garam gula. Dan penyedap kecambah Kerupuk Sambal 
Beef steak with bbq sauce,daging sirloin (sy beli lgsg d supermarket ya) Daun thyme (sy beli yg sdh pack) secukupnya Garam bungkus saus bbq delmonte cup jamur kancing (sy pakai yg kalengan narciscus itu) buah bawang bombay siung bawang putih kentang (sy pakai yg frozen) Secukupnya air Butter Kaldu jamur oregano 
Beef Yakiniku,"daging sapi (has) potong tipis buah paprika hijau buah paprika merah buah bawang bombay -buah jamur siung bawang putih, cincang kasar secukupnya Garam dan lada buah jeruk nipis (ambil air perasan) -Bulgogi BBQ Marinasi (skip boleh) minyak wijen saus tiram -kecap asin siung bawang putih buah bawang bombay iris Pada saat marinasi cicipi bahan marinasinya "
Japanese Beef Curry with Instant Roux,"bungkus Japanese Curry Instant, sy pakai brand Golden Curry tipe Mild gram daging sapi, potong kotak selebar cm buah wortel, potong serong bergantian selebar cm buah kentang, potong kotak bagi butir bawang bombai, iris tipis buah jamur kancing putih, iris tipis butir bawang putih, cincang halus ruas jahe, diserut halus air garam saus tomat olive oil, untuk menumis lembar daun salam lada hitam, untuk daging garam, untuk daging fresh milk kecap inggris buah apel, diserut halus (optional) "
Rendang daging sapi,daging sapi santan (buah kelapa) lembar daun salam lembar daun jeruk lembar dUn kunyit secukupnya garam sendok mkn gula bumbu halusnya ons cabe merah keriting siung bawang merah siung bawang putih ruas jahe ruas lengkuas batangsereh 
Sapi tumis wortel saus tiram pedas nikmat,",daging sapi bombay siung bawang putih ruas jahe di geprek lmbr daun jeruk btg serai secukupnya Garam secukupnya Saus tiram Irisan wortel (optional) cabe merah dan cabe hijau rawit tomat secukupnya Kecap inggris buat merendam "
Rendang daging sapi,daging sapi (gw pakai sirloin biar agak cepet empuknya) Cream susu (harusnya santan) btg serai daun jeruk air murni kayu manis Secukupnya gula Secukupnya garam Penyedap kalau suka Secukupnya minyak goreng untuk menumis siung bawang merah siung bawang putih buah cabe merah keriting (gw pakai yg bubuk SDM) ketumbar bubuk biji pala bubuk almond (pengganti kemiri) kunyit jahe biji cengkeh lada bubuk 
Bakso sapi home made,daging sapi giling butir telur siung bawang putih balok kecil es batu sagu/tapioka sendok baking powder secukupnya Garam secukupnya Lada secukupnya Gula secukupnya Kaldu jamur secukupnya Tetelan Bihun jagung Sawi ijo Seledri daun bawang Bawang goreng Sambal 
Lidah Sapi Saus Inggris,"gram lidah sapi siung bawang putih diiris halus buah bawang bombay diiris halus kayu manis buah cengkeh Secukupnya saus inggris (worcestershire sauce), kecap manis, saus tomat, garam, merica bubuk, pala bubuk, gula,air untuk merebus lidah sapi Secukupnya minyak goreng atau margarin "
Brokoli tumis daging sapi,daging sapi bongkah brokoli uk besar siung bawang putih geprek cincang kasar ruas jahe geprek merica bubuk garam gula minyak wijen kecap inggris (boleh skip kalo ga ada) 
Tumis keciwis cah sapi ala bunda jkb,Keciwis sekitar Daging sapi iris tipis iris Bawang merah iris Bawang putih iris Cabe rawit merah Saus tiram secukupnya Garam sachet Gula diabetasol 
Oseng Koyor Sapi,"daging koyor sapi siung bawang merah, iris siung bawang putih, iris buah cabe rawit merah (boleh ditambah bila suka) buah cabe merah keriting, iris buah tomat, belah jadi lembar daun salam lembar daun jeruk buah sereh, geprek ruas jahe, geprek ruas lengkuas, geprek gula merah cair merica bubuk kecap manis minyak sayur Secukupnya gula pasir Secukupnya garam Secukupnya penyedap rasa (apabila suka) air kaldu air (untuk merebus daging & kuah kaldu) "
Sambel goreng kentang santan ati sapi,kentang ati sapi lembar daun salam batang serai (keprek) ruas lengkuas (keprek) bungkus kara ukuran campur dengan air cabe merah keriting/secukupnya cabe rawit setan/secukupnya butir kemiri siung bawang merah siung bawang putih buah tomat ukuran sedang Seruas jahe lembar daun salam 
Beef Teriyaki,daging sapi buah paprika buah bawang bombay siung bawang putih ruas jari jahe gula garam tepung meizena secukupnya Air secukupnya Mentega Biji wijen secukupnya 
Sambal Kentang Bakso Sapi,Kentang bungkus Bakso Sapi helai Daun Salam Gula Merah buah Bawang Merah buah Bawang Putih Cabai Merah buah Cabe Rawit iris Tomat 
Beef Teriyaki,beef has dalam lokal potong tipis siung bawang putih keprek buah bawang bombay besar potong bulat tebal buah paprika potong sesuai selera (*me : cabai merah besar) merica putih bubuk gula pasir kecap manis teriyaki marinated merk kikkoman Garam sesuai selera (me: tanpa garam) minyak goreng 
Beef Teriyaki,gram daging sapi iris tipis memanjang saus teriyaki minyak wijen kecap manis lada siung bawang putih parut/ cincang halus jahe parut paprika merah (sy ganti dgn cabe merah buang biji) iris panjang paprika hijau (gnti dgn cabe hijau buang bji) iris panjang buah bawang bombay iris besar memanjang Gula Garam Penyedap tepung mayzena beri sedikit air 
Beef mashroom,daging sapi potong dadu jamur tiram potong sesuai selera buah jagung pipil atau serut kasar menggunakan pisau bks kecil putih telur yg sudah di rebus potong dadu buah bawang bombay ukuran sedang potong memanjang batang daun bawang potong serong buah tomat besar potong memanjang maizena larutkan dengan sedikit air bks saos tiram gula pasir atau sesuai selera bks penyedap rasa sapi minyak goreng buah kuning telur larutkan bersama tepung maizena sedikit merica 
Hati sapi kentang puedes,hati sapi potong agak tipis kentang siung bawang merah siung bawang putih buah cabai merah kriting ons cabe rawit garam garam secukupnya Micin secukupnya Kecap manis batang serai daun salam daun jeruk ruas jahe secukupnya Kunyit bubuk Minyak untuk menumis 
Dendeng sapi bumbu kecap,bungkus dendeng sapi buah bawang merah buah bawang putih secukupnya Garam sendok kecil gula pasir secukupnya Lada bubuk secukupnya merica bubuk kecap manis bumbu royco (ayam) secukupnya air matang minyak goreng 
Soto Sapi Kuah Bening,"daging tetelan sapi buah lobak ukuran besar, cuci bersih dan iris seuai selera batang serai, keprek Seujung kelingking jahe, keprek Secukupnya selederi, cincang biji kapulaga biji cengkeh Secukupnya kayu manis Secukupnya bawang pre, iris besar atau sesuai selera Air (sesuai kebutuhan yaa) siung bawang putih siung bawang merah Secukupnya merica Secukupnya ketumbar Secukupnya pala Secukupnya jintan Sedikit minyak untuk menumis Secukupnya Garam Secukupnya Kaldu bubuk rasa sapi "
Pepes Tahu Daging Sapi,"buah tahu putih ukuran besar, rendam air panas jam gram daging sapi cincang siung bawang putih butir bawang merah buah cabe merah besar buah cabe rawit merah ruas kecil kencur secukupnya Garam secukupnya Gula Penyedap rasa Daun pisang untuk membungkus Minyak goreng untuk menumis daging "
Beef stew dan mashed potatoes,daging sapi (potong dadu) Lobak / kentang (potong dadu jangan terlalu kecil) buah Tomat besar potong Wortel (potong jgn terlalu kecil) bawang bombay (potong dadu) blok Kaldu sapi thyme oregano atau cayenne powder / klo ga ada pakai cabai bubuk garam lada air Minyak utk menggoreng buah kentang ukuran sedang Butter secukupnya Susu cair 
Tumis Jamur bakso sapi.,bakso sapi potong tipis. grm jamur kancing.. (sesuai slera) siung bawang putih siung bawang merah cabe rawit Daun bawang secukupnya buah tomat sesuai selera Gula garam kecap manis saus tiram (jika ada) 
Tongseng Sapi,gram daging sapi lembar kol. Iris kasar (sy g pake. Stok kosong ) buah tomat. Potong santan biji cabe rawit merah utuh ruas lengkuas. Geprek batang sere. Geprek lembar daun salam kayu manis kecap manis Secukupnya garam. Gula dan kaldu bubuk Secukupnya air Bumbu halus siung bawang merah siung bawang putih biji cabe merah keriting butir Kemiri ketumbar butiran merica butiran ruas kunyit 
Daging Sapi Lada Hitam,Daging sapi butir bawang putih Jahe kecap manis masako gula pasir lada hitam minyak goreng saos tiram kecap manis buah cabe merah besar (buang bijinya lalu potong kotak) buah cabe hijau (buang bijinya lalu potong kotak) buah bawang bombay ukuran besar potong kotak air tepung maizena 
Sop Iga Sapi,ons iga sapi bungkus sopan butir kentang butir bawang merah butir bawang putih secukupnya Pala secukupnya Kemiri Sahang Minyak untuk menumis Garem Penyedap rasa Taburan bawang goreng 
"Tumis Beby buncis, daging sapi","Buncis beby Daging sapi giling sendok makan (sesuaikan selera) biji Bakso sapi cabe rawit (di tambah boleh,sesuai selera masing"") cabe merah keriting buah bawang putih buah bawang merah biji kemiri Saus tiram Kecap manis Gula, garam, lada (secukupnya) "
Sup Daging Sapi,"gram daging sapi, potong kecil-kecil batang kacang panjang, potong panjang cm siung bawang putih, memarkan air minyak wijen (pilih yang terbuat dari % minyak wijen) Secukupnya garam Secukupnya merica bubuk Sejumput pala bubuk Secukupnya margarin untuk menumis "
Kalio Daging Sapi,"daging sapi kentang (opsional) batang serai (memarkan) lengkuas (memarkan) lembar daun kunyit lembar daun salam lembar daun jeruk buah cengkeh kayu manis buah kapulaga buah kembang lawang santan kental, santan encer (sy pakai kara) siung bawang merah siung bawang putih buah cabe merah keriting buah cabe merah besar buah kemiri (sangrai) ketumbar (sangrai) jinten (sangrai) kunyit (bakar) jahe "
Sate Goreng Sapi,"gram daging sapi garam siung bawang putih biji kemiri ketumbar lada halus buah tomat hijau lembar daun salam lembar daun jeruk siung bawang putih siung bawang merah biji cabai rawit (atau sesuai selera) kecap manis butir gula merah, sisir halus air asam jawa,margarin "
Rawon Iga Sapi ala Atha,"Iga sapi Daun bawang (iris kecil) kluwek, incipin jng sampe pait bawang merah bawang putih Lada Ketumbar telunjuk Kunyit ruas Jahe btng serai daun jeruk iris laos Senyum dan cinta "
Sapi saus tiram bakso lada hitam,daging sapi bks bakso sapi (isi kecil) Saus tiram Kecap manis Kecap asin secukupnya Bawang bombay secukupnya Lada hitam Paprika (bisa diganti cabai merah/hijau) Sedikit air (air kaldu sapi dr rebusan tadi) 
Beef teriyaki,Daging sapi butir Paprika merah butir paprika hijau butir bawang bombay besar Cabai (jika suka pedas) Margarin Bumbu-bumbu Saus teriyaki Saus tiram siung Bawang putih Kecap asin Kecap manis Minyak wijen ruas jahe di parut Gula Garam 
Bekal sehat dengan beef BBQ,secukupnya Daging sapi buah Egg tofu Garam Saus Barbeque de monte Oregano Selada Buncis Tomat Mayonaise maestro 
Pare ayam daging sapi,buah pare ayam daging sapi (potong dadu) jahe (iris korek api) siung bawang putih (cincang) saos tiram kecap hitam kecap asin kecap manis gula dan garam 
Rawon Sapi,"daging sapi biji keluwek pecahkan ambil isinya siung bawang merah siung bawang putih butir kemiri Ketumbar Lada Jinten lembar daun jeruk lembar daun salam batang serei Seruas Lengkuas buah Kapulaga Kayumanis Garam,gula,penyedap rasa Bawang goreng Kecambah Kentang goreng tipis Sambal Kerupuk udang "
Daging sapi masak kecap,daging sapi siung bawang bombay ukuran besar siung bawang merah batang daun bawang buah cabe merah Secukupnya kecap Minyak goreng Secukupnya saus cabe Secukupnya kaldu sapi Secukupnya garam Secukupnya gula Air bekas rebusan daging 
Beef steak simple,daging sirloin sapi secukupnya garam lada hitam butter irisan Tomat paprika secukupnya Mayonaise 
Tongseng daging sapi,daging sapi siung bawang putih siung bawang merah kecap manis garam merica Secukupnya Kubis buah tomat buah cabe rawit merah Secukupnya Air Bawang goreng kaldu bubuk Secukupnya minyak goreng 
Nasi Kebuli Daging Sapi,gelas beras bungkus bumbu instan kare (merk bamboe) Daging Sapi buah kapulaga buah bunga lawang/pekak batang kayu manis lembar salam bungkus kara segitiga bawang bombay 
Tongseng sapi simple,"gram daging sapi Kol Tomat Daun bawang dan seledri Santan Masako, gula jawa, kecap Bumbu yang dihaluskan (bumbu kirasaja sesuai selera) Bawang merah Bawang putih Jahe Kunyit Ketumbar,merica,kemiri Cabe Daun salam, daun jeruk, lengkuas di geprek dan sereh "
Sop bening daging sapi,daging sapi kualitas rendah buah kentang ons buncis lemar kol putih buah wortel helai daun seledri helai daun bawang Merica Penyedap Garam Gula pasir 
Sapi semur panggang teflon,daging sapi Lemon bumbu halus butir bawang merah butir bawang putih buah cabai merah Ketumbar Kunyit butir Kemiri buah pala BUMBU GEPREK (cuma digeprek aja bahannya) ruas jari jahe batang serai Daun salam bumbu penyedap secukupnya garam Gula putih halus Lada hitam (ganti lada putih boleh) secukupnya Penyedap rasa secukupnya Gula merah 
Sop iga sapi sayuran,gram iga sapi buah wortel buah kentang buah buncis gram kol batang daun bawang ruas kayu manis buah kapulaga buah bunga pekak buah cengkeh Garam dan kaldu Lada bumbu halus siung bawang merah siung bawang putih ruas jahe buah kemiri pelengkap Seledri Bawang goreng Jeruk Sambal 
OsengKulit Sapi & Tahu,"gram kulit sapi biji tahu keris pete (di iris sesui selera) biji bawang merah siung bawang putih biji bawang bombai biji cabe ijo biji cabe merah biji cabe rawit lembar daun salam lembar daun jeruk shacet saus tiram secukupnya Kecap, garam, & gula "
Rolade kornet sapi,kaleng besar kornet sapi butir telur terigu secukupnya susu cair lada halus garam margarin plastik wrap untuk menggulung butir telur untuk panir minyak untuk menggoreng 
Lodeh kikil sapi,"kikil sapi potong kotak cuci bersih buah tahu sumedang belah bagi kacang panjang potong"" cuci bersih kemudian rebus sebentar cabe hijau potong"" santan kental gula putih penyedap rasa sapi secukupnya merica bubuk lmbr daun salam jari lengkuas memarkan secukupnya air secukupnya minyak goreng Bumbu halus siung bawang merah siung bawang putih cabe merah butir kemiri ketumbar secukupnya gula merah "
Toge cah daging sapi cincang teriyaki simple,ons Toge ons Dagibg sapi cincang biji Cabe rawit siung Bawang putih Minyak sendok utk menumis batang Daun bawang sendok Saus teriyaki sendok Kecap asin sendok Kecap ikan 
Beef crispy steak sauce mushroom,potong daging sapi sedang cup jamur kancing buah wortel potong korek buncis potong panjang buah bawang Bombay siung bawang putih buah kentang sedang kotak uht full cream saori saus tiram Secukupnya gula Secukupnya merica bubuk kecap asin Secukupnya bubuk cabe sendok tepung sasa serbaguna cairkan sendok tepung 
